Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,NACH,NAIN,Segment Length,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth
30259,615259.403672,4845345.74864,615291.18512,4845112.66383,1.208146,-1,3,1.293162,1.1528527,235.24155,27892428,8736.6562,70707,572241.81
30260,615114.981727,4845243.25574,615158.743372,4845243.61567,2.8019187,-1,4,0.76294959,0.91216493,43.763126,29534,6912.6489,70707,723236.5
30261,624868.246171,4838723.21057,624947.492325,4838751.91654,1.9592036,-1,3,0.77796304,0.99125099,84.285141,33900,7511.9873,70707,665533.56
30262,624933.623775,4838827.64588,624947.492325,4838751.91654,1.8505814,-1,3,0.84635437,1.0952034,76.988762,77948,8299.7725,70707,602363.5
30263,615158.743372,4845243.61567,615162.127828,4845293.18778,2.5429957,-1,3,0.81775433,0.96155781,49.687504,59254,7286.9634,70707,686085.5
30264,615162.127828,4845293.18778,615222.922254,4845340.6369,0.94168198,-1,3,0.89824712,1.0176115,77.11927,166114,7711.7563,70707,648293.31
30265,615222.922254,4845340.6369,615259.403672,4845345.74864,4.095418,-1,4,0,1.0258462,36.837803,0,7774.1611,70707,643089.31
30266,615222.922254,4845340.6369,615256.751156,4845361.23602,4.0285935,-1,5,0.9359079,1.0254664,39.607052,272997,7771.2832,70707,643327.44
30267,618914.943837,4843986.95504,619028.599646,4844027.63718,3.8468404,-1,5,0.37178347,0.90882295,120.71735,150,6887.3228,70707,725896
30268,618999.358736,4844142.02115,619028.599646,4844027.63718,1.2843969,-1,2,0,0.86232674,118.06238,0,6534.9595,70707,765036.06
30269,619028.599646,4844027.63718,619085.903795,4843970.91043,1.8675722,-1,4,0.86235785,0.89061946,80.633057,115278,6749.3706,70707,740732.75
30270,615399.160346,4837482.88302,615441.118404,4837459.55218,1.4988327,-1,3,0,0.86895233,48.008404,0,6585.1704,70707,759202.81
30271,615165.973842,4837574.80137,615200.776817,4837604.71256,3.0275898,-1,4,1.0255978,0.99286759,45.890373,936496,7524.2388,70707,664449.94
30272,615200.776817,4837604.71256,615277.887104,4837632.45682,1.5946879,-1,4,1.0775253,1.017801,81.949623,1829134,7713.1929,70707,648172.56
30273,615145.481095,4837548.05006,615165.973842,4837574.80137,2.8074765,-1,5,1.0107163,0.97945929,33.698444,777727,7422.6265,70707,673545.94
30274,615085.244956,4837471.44172,615145.481095,4837548.05006,3.1544712,-1,5,0.93970257,0.97865784,97.453735,300100,7416.5532,70707,674097.5
30275,615181.990485,4837516.8395,615205.183809,4837449.00716,1.311497,-1,3,0.8840946,0.86151856,71.687912,159254,6528.8354,70707,765753.75
30276,615145.481095,4837548.05006,615181.990485,4837516.8395,2.3447495,-1,4,0.92637259,0.88940293,48.031597,274185,6740.1514,70707,741745.94
30277,614998.001805,4837656.28772,615064.53158,4837620.12198,2.4529488,-1,4,0.89746672,0.95400435,75.724319,174192,7229.7207,70707,691517.69
30278,619754.690599,4832715.88363,619767.540621,4832672.74512,2.573014,-1,4,0.80997622,0.91224736,45.011711,55698,6913.2734,70707,723171.12
30279,619517.979114,4832699.5136,619728.994088,4832765.93827,1.9202195,-1,3,0.90830868,1.0112199,221.22287,191147,7663.3184,70707,652391
30280,619728.994088,4832765.93827,619754.690599,4832715.88363,2.4357409,-1,3,0.85033172,0.92242372,56.265244,95104,6990.3931,70707,715192.94
30281,619776.934403,4832877.47899,619809.365272,4832835.88738,2.9014325,-1,5,0.9331407,0.90710962,52.741096,294975,6874.3384,70707,727267.06
30282,619809.365272,4832835.88738,619834.319238,4832801.30193,2.2819457,-1,4,0.89345992,0.90526336,42.648022,172973,6860.3467,70707,728750.31
30283,619754.690599,4832715.88363,619809.365272,4832835.88738,3.9060798,-1,4,0.51778263,0.87432349,131.87198,1104,6625.875,70707,754538.81
30284,615746.978257,4832854.36938,615759.680846,4832817.3349,2.027441,-1,4,1.0698056,0.95525259,39.152378,1765423,7239.1807,70707,690614.06
30285,615604.593223,4832836.16989,615639.978773,4832848.42266,1.3008678,-1,3,0.97066712,0.83962452,37.446865,527648,6362.9155,70707,785721.56
30286,615639.978773,4832848.42266,615709.754483,4832839.30331,0.62251842,-1,2,0.97735006,0.84400159,70.369118,574824,6396.0859,70707,781646.75
30287,615709.754483,4832839.30331,615746.978257,4832854.36938,2.3056078,-1,3,0.987418,0.86654425,40.157143,642040,6566.9214,70707,761312.56
30288,623271.182126,4835128.1575,623271.610231,4835216.21966,1.7293782,-1,3,0.96978807,1.0348122,88.063202,425724,7842.1084,70707,637517.31
30289,623251.080625,4835279.86673,623271.610231,4835216.21966,1.1955225,-1,3,0.97543764,1.0496974,66.876114,452763,7954.9126,70707,628477
30290,623180.793546,4835177.22799,623271.182126,4835128.1575,2.1065829,-1,3,0.84631366,0.94051397,102.84944,88621,7127.4868,70707,701436.56
30291,623139.073277,4835176.96179,623180.793546,4835177.22799,1.095574,-1,2,0.79285502,0.91110343,41.721119,44254,6904.604,70707,724079.12
30292,623115.193201,4835240.40526,623139.073277,4835176.96179,1.8297799,-1,3,0.75343537,0.87470204,67.788879,26810,6628.7432,70707,754212.31
30293,623097.619048,4835288.38095,623115.193201,4835240.40526,1.2605432,-1,3,0.77618009,0.87501031,51.093224,36464,6631.0801,70707,753946.56
30294,623097.619048,4835288.38095,623104.915599,4835350.04892,1.0186871,-1,2,0.75430024,0.88557726,62.098133,26874,6711.1592,70707,744950.25
30295,623104.915599,4835350.04892,623149.02994,4835364.75514,1.726043,-1,3,0.81983691,0.94639713,46.501053,61735,7172.0708,70707,697076.19
30296,630555.67449,4842286.33018,630572.702627,4842178.36655,2.782989,-1,4,1.2410181,1.1371722,109.29823,14211625,8617.8242,70707,580132.44
30297,630507.296443,4842232.15573,630509.792104,4842210.52434,3.8339808,-1,4,0.86261976,0.9890129,21.774883,105688,7495.0269,70707,667039.62
30298,630507.296443,4842232.15573,630517.885751,4842252.29383,1.1389445,-1,4,0.90389895,0.98820847,22.752502,183977,7488.9307,70707,667582.62
30299,630517.885751,4842252.29383,630555.67449,4842286.33018,3.5031025,-1,4,0.92901021,1.0120429,50.857273,252005,7669.5552,70707,651860.44
30300,630507.624291,4842284.16041,630517.885751,4842252.29383,1.7749593,-1,2,0,0.9124378,33.478004,0,6914.7168,70707,723020.19
30301,630497.995431,4842212.55899,630509.792104,4842210.52434,2.5967827,-1,4,0.875108,1.0194675,11.970852,121684,7725.8213,70707,647113.06
30302,630497.995431,4842212.55899,630507.296443,4842232.15573,3.7202921,-1,4,0.42033669,0.98576319,21.691959,280,7470.3994,70707,669238.62
30303,630509.792104,4842210.52434,630572.702627,4842178.36655,2.8239157,-1,4,0.95006073,1.0370712,70.653076,326378,7859.2275,70707,636128.62
30304,616893.050414,4839861.67394,616941.304265,4839723.85457,2.005197,-1,4,1.3651767,1.1499537,146.02264,72712568,8714.6875,70707,573684.38
30305,621547.2086,4830618.77133,621561.42757,4830632.5928,1.0677238,-1,2,0,0.78174084,19.829576,0,5924.2554,70707,843900.12
30306,621620.966571,4830550.75311,621673.851787,4830605.18136,1.9887969,-1,4,1.0542693,0.92965305,75.889923,1474232,7045.1797,70707,709631.31
30307,621547.2086,4830618.77133,621620.966571,4830550.75311,4.0295706,-1,4,0.47632518,0.84454036,100.33303,640,6400.1694,70707,781148.06
30308,621724.194328,4830781.59574,621750.067926,4830814.56562,1.31863,-1,3,0.90495884,0.78302658,41.910099,230358,5933.999,70707,842514.44
30309,621750.067926,4830814.56562,621818.238442,4830841.22529,1.2349575,-1,2,0.85242176,0.76155716,73.198067,115181,5771.2969,70707,866266.25
30310,621818.238442,4830841.22529,621844.466642,4830797.10507,0.89587641,-1,1,0,0.7097379,51.327503,0,5378.5952,70707,929514.06
30311,627090.863457,4836833.03379,627175.619149,4836856.89981,3.3446546,-1,5,0.93440932,1.0314006,88.051773,266141,7816.2529,70707,639626.12
30312,626956.283655,4836795.56703,627090.863457,4836833.03379,3.6624584,-1,5,0.87826914,1.0313025,139.69781,125661,7815.5103,70707,639686.94
30313,627074.515019,4836893.61491,627117.249748,4836907.04847,2.005192,-1,4,0.96591419,1.025887,44.796402,407639,7774.4697,70707,643063.75
30314,627036.109684,4837019.4822,627074.515019,4836893.61491,3.9839616,-1,4,0.6085676,0.99022239,131.59615,3499,7504.1929,70707,666224.88
30315,626952.181915,4836994.02202,626982.763559,4836866.94871,4.5822458,-1,5,0.85898656,0.99369937,130.70142,100254,7530.5425,70707,663893.75
30316,627052.68368,4836887.25476,627074.515019,4836893.61491,1.9097844,-1,4,0.93211353,1.0245885,22.738928,259696,7764.6289,70707,643878.75
30317,626982.763559,4836866.94871,627052.68368,4836887.25476,3.7686772,-1,5,0.86153483,1.024588,72.809059,101038,7764.6265,70707,643879
30318,627052.68368,4836887.25476,627054.827015,4836867.33429,1.9994639,-1,2,0,0.93361926,20.035444,0,7075.2368,70707,706616.62
30319,626982.763559,4836866.94871,627090.863457,4836833.03379,5.2951345,-1,6,0.86014295,1.0025572,113.29523,101046,7597.6699,70707,658028.06
30320,628313.694426,4836637.92667,628403.641221,4836669.87062,4.211143,-1,6,1.0091207,1.0636089,95.450729,700496,8060.3389,70707,620256.81
30321,628302.191464,4836667.66512,628313.694426,4836637.92667,2.809828,-1,5,0.94117904,0.99386466,31.885633,301696,7531.7949,70707,663783.31
30322,628313.694426,4836637.92667,628326.598368,4836582.20035,4.9972873,-1,6,0.94951665,0.98915184,57.200825,338900,7496.0796,70707,666945.94
30323,628226.422996,4836550.94353,628242.996496,4836561.51139,2.0468869,-1,5,1.0188493,1.0872171,19.656054,779910,8239.249,70707,606788.31
30324,628223.25613,4836629.7914,628242.996496,4836561.51139,3.979732,-1,5,0.84050715,0.9996683,71.076309,77862,7575.7769,70707,659929.69
30325,628219.898299,4836642.71152,628230.99218,4836646.07633,2.4731317,-1,4,0.85416311,0.9192856,11.592936,100437,6966.6113,70707,717634.38
30326,628230.99218,4836646.07633,628302.191464,4836667.66512,3.432899,-1,4,0.42540708,0.91127568,74.40036,310,6905.9097,70707,723942.25
30327,628242.996496,4836561.51139,628326.598368,4836582.20035,6.3407707,-1,6,0.78474581,1.0607455,86.123787,35205,8038.6392,70707,621931.12
30328,628287.995989,4836612.77687,628326.598368,4836582.20035,5.6094718,-1,6,0.38585606,0.94297731,49.244972,179,7146.1553,70707,699604.19
30329,628242.996496,4836561.51139,628266.201535,4836575.50237,3.3089874,-1,4,0.98286754,1.0851284,27.096521,483929,8223.4199,70707,607956.25
30330,628266.201535,4836575.50237,628287.995989,4836612.77687,2.5776882,-1,4,0.97018492,1.0502939,43.178543,421866,7959.4336,70707,628120.06
30331,628287.995989,4836612.77687,628313.694426,4836637.92667,4.4461288,-1,6,0.98114938,1.0493019,35.957226,488821,7951.9165,70707,628713.88
30332,628230.99218,4836646.07633,628287.995989,4836612.77687,3.919909,-1,5,0.81417149,0.96014905,66.017334,56536,7276.2876,70707,687092.12
30333,618719.219713,4847295.10189,618728.14287,4847347.28246,3.8340838,-1,4,0.36583278,0.80005509,52.938034,145,6063.0464,70707,824582.19
30334,618836.982743,4847328.96526,618846.98345,4847330.93448,2.5489211,-1,4,1.0359303,0.89984143,10.192741,1191042,6819.2578,70707,733141.38
30335,618818.023711,4847362.3831,618836.982743,4847328.96526,1.9595093,-1,2,0,0.83590281,38.42131,0,6334.7109,70707,789219.88
30336,630167.728979,4830338.6814,630221.007376,4830282.72879,1.5503584,-1,3,0.91283828,0.30186215,77.261131,3884,56.819378,697,8550.0586
30337,630221.007376,4830282.72879,630331.45231,4830267.22057,0.8134191,-1,2,0.91887617,0.30909437,111.52842,4014,58.181019,697,8349.957
30338,630331.45231,4830267.22057,630392.384462,4830210.81413,0.88965786,-1,2,0.9250778,0.31611207,83.032608,4158,59.502289,697,8164.543
30339,630392.384462,4830210.81413,630451.810212,4830213.38767,1.6655715,-1,2,0.93296915,0.32639733,59.481449,4333,61.438789,697,7907.2031
30340,630416.447802,4830328.26213,630451.810212,4830213.38767,1.7362369,-1,2,0.94790858,0.35927761,120.19419,4524,67.629669,697,7183.3711
30341,630324.323865,4830364.10369,630416.447802,4830328.26213,1.5414391,-1,2,0.95794266,0.37848416,98.850578,4705,71.246132,697,6818.7422
30342,630324.323865,4830364.10369,630337.511939,4830403.84673,1.345799,-1,2,0.97242689,0.4159452,41.874023,4878,78.300102,697,6204.4492
30343,630337.511939,4830403.84673,630402.068416,4830453.59633,2.5183728,-1,3,0.98074979,0.4324863,81.501915,5049,81.41494,697,5967.0742
30344,630155.103392,4830332.38091,630167.728979,4830338.6814,3.8053796,-1,4,0.86755806,0.28465891,14.110339,2712,53.580505,697,9066.8984
30345,630136.075097,4830373.70712,630155.103392,4830332.38091,1.6602559,-1,3,0.78572923,0.26463145,45.496502,1362,49.81002,697,9753.2383
30346,630077.405787,4830393.14977,630136.075097,4830373.70712,0.81846684,-1,2,0.76340121,0.25532931,61.806995,1140,48.058784,697,10108.641
30347,629965.291439,4830376.62353,630077.405787,4830393.14977,0.67873251,-1,2,0.73811013,0.25030506,113.32583,916,47.112926,697,10311.586
30348,629943.774219,4830356.73249,629965.291439,4830376.62353,1.0799181,-1,2,0.70559275,0.24416055,29.302635,690,45.956173,697,10571.137
30349,629943.774219,4830356.73249,629959.448853,4830300.50868,1.3087085,-1,2,0.65922809,0.23357722,58.367889,462,43.963806,697,11050.203
30350,629959.448853,4830300.50868,630032.137976,4830274.81782,1.170357,-1,2,0.58315188,0.22507648,77.095581,232,42.363522,697,11467.625
30351,630032.137976,4830274.81782,630053.111306,4830217.68964,1.1034017,-1,2,0,0.21778962,60.856468,0,40.991772,697,11851.379
30352,630053.111306,4830217.68964,630105.602214,4830197.63532,0.87165868,-1,2,0,0.21851455,56.19138,0,41.128239,697,11812.055
30353,630105.602214,4830197.63532,630128.104266,4830201.042,0.9657377,-1,2,0.58158141,0.22274332,22.758465,230,41.924305,697,11587.766
30354,630128.104266,4830201.042,630159.516717,4830271.61834,1.2883799,-1,2,0.65764904,0.23144701,77.251297,458,43.56279,697,11151.926
30355,630159.516717,4830271.61834,630194.998407,4830276.25855,1.9612541,-1,2,0.70367676,0.24104613,35.783821,684,45.369865,697,10707.746
30356,630155.103392,4830332.38091,630194.998407,4830276.25855,2.5280871,-1,3,0.74118477,0.26318136,68.85733,908,49.537022,697,9806.9883
30357,613869.350798,4834665.45835,613884.78815,4834684.04581,1.1731205,-1,2,0,0.66215229,24.162069,0,5017.9771,70707,996313.81
30358,613847.651692,4834637.8875,613869.350798,4834665.45835,2.6941195,-1,4,0.89380991,0.66288751,35.085651,229612,5023.5488,70707,995208.75
30359,613847.651692,4834637.8875,613920.622805,4834545.97048,1.4616735,-1,3,0.78224432,0.70557183,117.36065,46841,5347.0234,70707,935002.44
30360,613918.649233,4834508.32497,613920.622805,4834545.97048,0.791605,-1,2,0.72557449,0.69435656,37.697212,21742,5262.0308,70707,950104.62
30361,613892.336686,4834467.49444,613918.649233,4834508.32497,1.4621106,-1,3,0.76068771,0.70061475,48.574501,35014,5309.457,70707,941617.88
30362,613651.288839,4834751.76948,613752.343762,4834712.61734,1.2796199,-1,3,0.96205318,0.72365946,108.37429,541582,5484.0967,70707,911632.31
30363,613752.343762,4834712.61734,613847.651692,4834637.8875,1.336359,-1,3,0.94391406,0.71343166,121.11214,427950,5406.5879,70707,924701.5
30364,614168.315638,4834070.83077,614230.274938,4834106.96649,3.3744774,-1,3,0,0.71234316,71.726875,0,5398.3389,70707,926114.5
30365,614161.726497,4834092.85019,614168.315638,4834070.83077,1.6963141,-1,2,0,0.77540809,22.984154,0,5876.2637,70707,850792.31
30366,614161.726497,4834092.85019,614175.519241,4834114.56998,0.8411305,-1,3,0.78621042,0.81204933,25.729155,44291,6153.9419,70707,812402.81
30367,613616.029274,4834471.7751,613640.962629,4834377.84577,1.9770465,-1,3,0.76597679,0.64673084,97.182259,40037,4901.1089,70707,1020071.1
30368,613640.962629,4834377.84577,613710.128992,4834307.81246,0.69118613,-1,2,0.81680566,0.65639502,98.430946,79913,4974.3472,70707,1005052.5
30369,613710.128992,4834307.81246,613749.652827,4834298.74066,1.4542468,-1,3,0.86034501,0.67330343,40.551586,142708,5102.4834,70707,979813
30370,613544.856149,4834539.74505,613616.029274,4834471.7751,1.9475589,-1,4,1.0088307,0.64932114,98.415077,1147995,4920.7393,70707,1016001.8
30371,614243.321593,4833990.6496,614264.185918,4833951.54179,2.7259526,-1,3,0.84276849,0.88868994,44.325394,88625,6734.7485,70707,742341
30372,614243.321593,4833990.6496,614270.555007,4834026.45865,1.5679244,-1,2,0.78770298,0.83123404,44.988304,44376,6299.3296,70707,793652.69
30373,614233.875466,4834072.52877,614270.555007,4834026.45865,1.2037364,-1,2,0.3711735,0.77347082,58.888405,158,5861.582,70707,852923.25
30374,614230.274938,4834106.96649,614233.875466,4834072.52877,1.8550074,-1,3,0.32808542,0.75446713,34.625431,88,5717.5669,70707,874406.88
30375,614210.982041,4834146.3837,614230.274938,4834106.96649,3.4022133,-1,5,0.83371651,0.76824361,43.885441,88542,5821.9692,70707,858726.62
30376,614175.519241,4834114.56998,614197.670266,4834170.86366,3.7722278,-1,4,0.30003339,0.73946559,60.495003,60,5603.8809,70707,892146
30377,614175.519241,4834114.56998,614210.982041,4834146.3837,4.1035829,-1,5,0.83802128,0.82435548,47.641605,88519,6247.2021,70707,800275.06
30378,614197.670266,4834170.86366,614210.982041,4834146.3837,3.3272188,-1,5,0.40038273,0.77296484,27.865244,236,5857.7476,70707,853481.56
30379,614155.103646,4834267.71851,614197.670266,4834170.86366,1.9629446,-1,4,0.78363824,0.76998168,105.79593,44588,5835.1406,70707,856788.25
30380,614101.354466,4834303.1788,614155.103646,4834267.71851,1.3258061,-1,3,0.95666534,0.79960936,64.392601,457181,6059.6685,70707,825041.81
30381,614031.163458,4834464.80276,614101.354466,4834303.1788,0.98577189,-1,3,0.93342847,0.77526033,176.20749,342881,5875.144,70707,850954.44
30382,614051.283604,4834507.0314,614065.330082,4834544.31015,3.2326226,-1,4,0,0.74073273,39.837276,0,5613.4834,70707,890619.88
30383,614026.265403,4834474.86845,614031.163458,4834464.80276,3.0586634,-1,4,0.47506642,0.77351427,11.194155,656,5861.9116,70707,852875.31
30384,614026.265403,4834474.86845,614051.283604,4834507.0314,4.0189624,-1,6,0.96564704,0.81634921,40.747585,506453,6186.5278,70707,808123.69
30385,613939.067894,4834442.20257,614026.265403,4834474.86845,1.8348252,-1,3,0.95312297,0.792027,93.115334,439616,6002.2065,70707,832940.31
30386,613892.336686,4834467.49444,613939.067894,4834442.20257,2.4616015,-1,3,0.93787241,0.75721443,53.136471,372468,5738.3867,70707,871234.44
30387,613749.652827,4834298.74066,613892.336686,4834467.49444,2.5542629,-1,4,0.9054957,0.70879334,220.98987,253953,5371.437,70707,930752.75
30388,613465.607928,4834443.51355,613543.279915,4834391.87742,2.2853808,-1,3,0.77038151,0.70258683,93.269653,39922,5324.4023,70707,938974.88
30389,613543.279915,4834391.87742,613576.242326,4834316.48662,0.62858689,-1,2,0.8309381,0.72227633,82.281792,89728,5473.6157,70707,913378
30390,613576.242326,4834316.48662,613694.077973,4834208.20918,1.5546952,-1,3,0.86440986,0.73717254,160.02888,139566,5586.5034,70707,894921.12
30391,613694.077973,4834208.20918,613717.138049,4834157.83089,1.1839571,-1,3,0.926902,0.7522316,55.405224,322538,5700.6255,70707,877005.5
30392,613717.138049,4834157.83089,613777.148265,4834096.64522,1.4381882,-1,3,0.93862176,0.76570809,85.702469,372386,5802.7539,70707,861570.19
30393,613749.652827,4834298.74066,613779.095543,4834265.2651,2.1196702,-1,3,0.46627504,0.66322768,44.58123,625,5026.127,70707,994698.31
30394,613764.220987,4834241.59873,613779.095543,4834265.2651,1.298517,-1,2,0.46289662,0.66675198,27.952635,595,5052.8354,70707,989440.5
30395,613709.936934,4834227.59424,613764.220987,4834241.59873,0.88479429,-1,2,0.77767241,0.6903652,56.061432,44739,5231.7832,70707,955597.69
30396,613694.077973,4834208.20918,613709.936934,4834227.59424,2.1491349,-1,3,0.82937384,0.71148902,25.04571,88925,5391.8657,70707,927226.31
30397,613477.702071,4834481.91396,613544.856149,4834539.74505,2.0468283,-1,3,0.752087,0.66206086,88.623383,32460,5017.2842,70707,996451.38
30398,613465.607928,4834443.51355,613477.702071,4834481.91396,1.2526004,-1,3,0.81736177,0.67895216,40.259907,78336,5145.2915,70707,971661.12
30399,613341.519197,4834633.05648,613377.715291,4834596.69102,2.4755125,-1,3,0.84875667,0.7207945,51.308914,114788,5462.3853,70707,915255.81
30400,613341.519197,4834633.05648,613348.022362,4834654.68548,0.6844517,-1,1,0,0.68463963,22.585499,0,5188.3931,70707,963589.31
30401,613448.230976,4834682.42745,613542.437936,4834662.45794,2.5195489,-1,3,0.50481904,0.71127588,96.300224,1028,5390.2505,70707,927504.19
30402,613377.715291,4834596.69102,613448.230976,4834682.42745,1.9670422,-1,3,0.78346401,0.7509681,111.0099,45362,5691.0503,70707,878481.06
30403,613846.245962,4834697.0094,613869.350798,4834665.45835,1.9832596,-1,2,0,0.62605387,39.106293,0,4744.4126,70707,1053761.6
30404,613936.358456,4833847.57829,613980.104622,4833882.86774,2.1356599,-1,3,0,0.66396153,56.205627,0,5031.6885,70707,993598.88
30405,613980.104622,4833882.86774,614054.2351,4833895.38285,2.5156741,-1,3,0,0.61713111,75.179489,0,4676.7935,70707,1068997.4
30406,613977.912128,4833863.58268,613980.104622,4833882.86774,2.5156741,-1,3,0,0.66954452,19.40929,0,5073.998,70707,985313.75
30407,613527.131908,4834591.96177,613542.437936,4834662.45794,1.5228121,-1,3,1.0225552,0.67605263,72.138649,1331884,5123.3184,70707,975828.5
30408,613527.131908,4834591.96177,613544.856149,4834539.74505,1.4064848,-1,3,1.0144566,0.66014373,55.14286,1220259,5002.7559,70707,999345.19
30409,613584.656879,4834741.78579,613651.288839,4834751.76948,1.8323503,-1,3,1.0381573,0.71544451,67.375755,1557325,5421.8418,70707,922099.94
30410,613542.437936,4834662.45794,613584.656879,4834741.78579,1.5908284,-1,3,1.0293779,0.68449515,89.862938,1444713,5187.2979,70707,963792.69
30411,613557.174782,4833835.76076,613678.07162,4833974.62082,1.696649,-1,4,0.93841475,0.8228423,184.11453,347085,6235.7344,70707,801746.75
30412,613678.07162,4833974.62082,613777.148265,4834096.64522,2.6796052,-1,4,1.0500039,0.82883072,157.18185,1570207,6281.1167,70707,795954
30413,614031.163458,4834464.80276,614048.558712,4834495.34888,2.5759954,-1,4,0.90452808,0.78491354,35.151962,228510,5948.2988,70707,840489
30414,614048.558712,4834495.34888,614051.283604,4834507.0314,4.4311023,-1,6,0.85608304,0.79721826,11.996096,116441,6041.5479,70707,827516.38
30415,613777.148265,4834096.64522,613817.514322,4834082.3615,2.1817641,-1,4,1.0143231,0.77512711,42.818726,1034946,5874.1348,70707,851100.69
