Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,NACH,NAIN,Segment Length,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth
18747,625139.421982,4846314.49472,625303.383444,4846367.76913,3.9985161,-1,5,0.66339231,0.98785472,172.39931,7311,7486.2495,70707,667821.69
18748,625276.413821,4846453.80158,625303.383444,4846367.76913,2.0542786,-1,4,0.99957418,1.0442811,90.160652,628156,7913.8662,70707,631736.69
18749,625112.814295,4846400.6437,625276.413821,4846453.80158,3.0318131,-1,4,0.65529311,0.98816592,172.01909,6557,7488.6079,70707,667611.38
18750,625255.816779,4846508.78968,625276.413821,4846453.80158,1.5149603,-1,3,0.98668206,1.0406619,58.719063,530608,7886.4385,70707,633933.75
18751,625189.520423,4846545.21005,625255.816779,4846508.78968,1.3235605,-1,3,0.9718762,1.0042138,75.641594,450731,7610.2246,70707,656942.5
18752,624743.585311,4846283.38531,624928.062412,4846342.64052,3.9984117,-1,6,0.83605868,0.98758334,193.76012,74106,7484.1934,70707,668005.19
18753,624715.928227,4846369.05816,624743.585311,4846283.38531,4.0093355,-1,6,1.0483147,1.0450783,90.02639,1203487,7919.9077,70707,631254.81
18754,624688.111292,4846455.21812,624715.928227,4846369.05816,4.0074873,-1,6,1.0389743,1.0450785,90.539055,1062344,7919.9092,70707,631254.69
18755,624795.452,4847038.67042,624888.722569,4847126.26765,2.0322742,-1,3,0.84514993,0.9235751,127.95575,88594,6999.1191,70707,714301.31
18756,624888.722569,4847126.26765,624902.804126,4847105.63155,1.4363277,-1,2,0.78770113,0.83306605,24.982767,44298,6313.2134,70707,791907.31
18757,624902.804126,4847105.63155,624908.989668,4847015.68258,1.2134715,-1,2,0,0.80880761,90.161407,0,6129.3755,70707,815658.94
18758,624805.370175,4846987.73124,624908.989668,4847015.68258,1.9212877,-1,2,0,0.78231835,107.32323,0,5928.6318,70707,843277.19
18759,624795.452,4847038.67042,624805.370175,4846987.73124,2.7542543,-1,3,0.78938574,0.85759002,51.895763,44297,6499.0635,70707,769261.56
18760,613672.358769,4842001.10405,613793.830316,4842031.77863,3.1563225,-1,4,0.76840681,0.83276498,125.28474,34095,6310.9316,70707,792193.62
18761,613661.227589,4842143.10322,613672.358769,4842001.10405,1.3079345,-1,3,0.81679976,0.90218204,142.43478,61625,6836.9956,70707,731239.31
18762,613597.724637,4842298.44931,613661.227589,4842143.10322,2.3616045,-1,3,0.75186527,0.88846558,167.8244,25940,6733.0479,70707,742528.5
18763,613685.749904,4842333.40524,613793.830316,4842031.77863,4.0051599,-1,4,0.27282733,0.88570642,320.40598,39,6712.1377,70707,744841.62
18764,613793.830316,4842031.77863,613874.536969,4842065.99004,2.0943794,-1,3,0.69022292,0.82725894,87.65834,11843,6269.2051,70707,797466.31
18765,613780.970352,4842331.5636,613874.536969,4842065.99004,1.1323056,-1,2,0.76208907,0.89297473,281.57419,29670,6767.2202,70707,738779
18766,613752.734603,4842372.06946,613780.970352,4842331.5636,1.9590774,-1,3,0.83787429,0.90789062,49.375931,81479,6880.2573,70707,726641.44
18767,614002.300196,4842101.72215,614032.867802,4842011.66329,3.0041924,-1,4,0.95290953,0.91534978,95.10508,381876,6936.7842,70707,720720.06
18768,614222.61192,4842077.93086,614288.569407,4842068.37634,1.4374871,-1,3,0.98240149,0.98118025,66.64592,530944,7435.668,70707,672364.56
18769,614122.424355,4842043.90585,614222.61192,4842077.93086,1.3272728,-1,3,0.99071831,1.0127362,105.80761,575302,7674.8091,70707,651414.19
18770,617046.944164,4841653.91845,617078.503717,4841645.4893,1.3283566,-1,2,0,0.71916223,32.665821,0,5450.0156,70707,917333.12
18771,612296.199549,4843843.76488,612308.718551,4843847.80959,4.0295768,-1,6,0.79343545,1.0111212,13.156181,41064,7662.5703,70707,652454.69
18772,612308.718551,4843847.80959,612495.534723,4843296.41637,4.0151653,-1,6,1.1080337,1.1308435,582.18103,2448331,8569.8643,70707,583379.12
18773,612986.757596,4843559.40073,612998.279641,4843518.64349,2.0494387,-1,2,0,0.68757957,42.354576,0,5210.6729,70707,959469.19
18774,624660.456552,4846541.69802,624688.111292,4846455.21812,3.0050597,-1,5,1.0321162,1.0450792,90.794044,969363,7919.915,70707,631254.25
18775,624477.837264,4846482.91042,624660.456552,4846541.69802,3.984241,-1,4,0.35446364,0.94240296,191.84834,117,7141.8022,70707,700030.56
18776,624611.927272,4847064.70877,624699.755899,4847009.39852,1.0800195,-1,3,1.0172154,1.0171769,103.7935,816608,7708.4624,70707,648570.31
18777,624537.523954,4847090.72657,624611.927272,4847064.70877,1.151407,-1,3,1.0129398,1.0104541,78.821182,776393,7657.5142,70707,652885.44
18778,624449.492864,4847098.2515,624537.523954,4847090.72657,3.4085009,-1,5,1.0038571,1.0048608,88.352119,691333,7615.127,70707,656519.56
18779,624449.492864,4847098.2515,624480.184546,4847001.63215,3.985743,-1,5,0.80709285,0.90460181,101.37691,53938,6855.3335,70707,729283.25
18780,624296.387494,4847049.83676,624449.492864,4847098.2515,4.2547717,-1,6,0.99339336,1.0016723,160.57784,602820,7590.9634,70707,658609.38
18781,624267.314239,4847141.08208,624421.746465,4847189.12088,3.0564985,-1,5,0.91763878,0.98730493,161.73138,221389,7482.0835,70707,668193.56
18782,624421.746465,4847189.12088,624449.492864,4847098.2515,3.802949,-1,5,0.85470563,0.92947191,95.011078,100226,7043.8066,70707,709769.62
18783,624421.746465,4847189.12088,624505.957638,4847208.90826,1.8771409,-1,3,0.78412724,0.98283678,86.504692,37068,7448.2222,70707,671231.31
18784,624505.957638,4847208.90826,624543.26416,4847149.42074,1.2089865,-1,2,0.69973606,0.91892159,70.217812,12522,6963.853,70707,717918.62
18785,624537.523954,4847090.72657,624543.26416,4847149.42074,2.2587843,-1,3,0.73344713,0.92594069,58.974197,19619,7017.0459,70707,712476.44
18786,624254.443176,4847182.62018,624267.314239,4847141.08208,2.0020542,-1,3,0,0.96009314,43.48653,0,7275.8638,70707,687132.12
18787,624267.314239,4847141.08208,624296.387494,4847049.83676,4.002315,-1,6,0.97525555,0.9603883,95.765144,492580,7278.1006,70707,686920.94
18788,621193.835192,4848008.69418,621265.442782,4847651.9877,5.1199813,-1,7,1.3208226,1.1647434,363.82297,39706156,8826.7686,70707,566399.81
18789,620352.786035,4847851.49386,620519.753849,4847914.27417,1.8766177,-1,3,0.89972335,0.7247442,178.38054,229934,5492.3179,70707,910267.81
18790,620352.002576,4847823.8055,620352.786035,4847851.49386,1.5550988,-1,2,0.84570217,0.68465245,27.699442,114969,5188.4902,70707,963571.25
18791,619978.153639,4847715.24077,620352.002576,4847823.8055,0.80206734,-1,1,0,0.6466552,389.29337,0,4900.5356,70707,1020190.4
18792,635016.374628,4853041.12559,635190.936977,4853087.8834,1.7802569,-1,3,0.77504539,0.86743867,180.71609,36151,6573.7002,70707,760527.56
18793,635190.936977,4853087.8834,635202.742262,4853109.38029,1.6633112,-1,3,0.61840504,0.83245116,24.52511,4445,6308.5537,70707,792492.25
18794,650225.372413,4850385.99619,650274.511559,4850340.20965,2.3266051,-1,3,0.37652123,0.73908907,67.164452,173,5601.0273,70707,892600.56
18795,650225.372413,4850385.99619,650334.340578,4850422.97668,3.0370383,-1,3,0.38874194,0.77458304,115.07223,201,5870.0117,70707,851698.5
18796,616611.178188,4843954.12384,616661.445648,4844049.96534,2.0901146,-1,4,1.0253423,0.8698743,108.22389,1068831,6592.1572,70707,758398.12
18797,623614.324194,4835943.7413,623614.769505,4835985.7065,3.9922204,-1,4,0.8890028,0.92656112,41.967564,159540,7021.7476,70707,711999.38
18798,623775.20138,4849258.6555,623875.291735,4849171.94547,2.4422197,-1,4,1.1041366,1.0866295,132.42624,2429541,8234.7969,70707,607116.38
18799,623712.781201,4849350.87332,623735.801638,4849289.21321,1.4117514,-1,3,1.1171852,1.1372749,65.817245,2747173,8618.6025,70707,580080.06
18800,623735.801638,4849289.21321,623775.20138,4849258.6555,1.2759619,-1,3,1.1104649,1.0905948,49.860943,2632489,8264.8457,70707,604909
18801,615367.823697,4845786.36491,615450.622972,4845828.93951,1.4526702,-1,3,0.90733862,0.83770007,93.10379,223825,6348.3315,70707,787526.62
18802,615289.958642,4845767.53132,615367.823697,4845786.36491,2.2450757,-1,3,0.93875861,0.8489728,80.110367,338626,6433.7593,70707,777069.75
18803,615450.622972,4845828.93951,615473.152826,4845740.18706,2.1573074,-1,2,0,0.75967634,91.567413,0,5757.0439,70707,868410.94
18804,614913.673811,4845831.9108,614951.137014,4845760.82938,2.1263287,-1,4,1.0329472,0.96910286,80.349609,1059658,7344.1421,70707,680743.88
18805,614849.969795,4845712.26808,614951.137014,4845760.82938,3.0860357,-1,4,0.89339727,0.87810707,112.21857,177594,6654.5479,70707,751287.69
18806,616929.845368,4843551.36357,616939.761071,4843509.57974,1.5697262,-1,3,0.3833026,0.75907254,42.944263,188,5752.4678,70707,869101.75
18807,616929.845368,4843551.36357,616941.412199,4843584.81402,1.4518347,-1,3,0.78429818,0.78187841,35.393848,44454,5925.2974,70707,843751.69
18808,616941.412199,4843584.81402,617017.158855,4843743.61632,2.2268023,-1,4,0.88603771,0.78650361,175.9424,177247,5960.3486,70707,838789.81
18809,617017.158855,4843743.61632,617065.971302,4843836.75597,2.0677619,-1,3,0.92716247,0.78805792,105.15536,310023,5972.1279,70707,837135.44
18810,617065.971302,4843836.75597,617110.221961,4843803.82099,1.2771375,-1,2,0.94370419,0.868846,55.161888,354298,6584.3652,70707,759295.69
18811,617110.221961,4843803.82099,617184.397714,4843706.80165,1.7820894,-1,3,0.95356482,0.88329953,122.12614,398585,6693.8975,70707,746871.25
18812,617017.158855,4843743.61632,617081.699551,4843702.15237,2.7645068,-1,3,0.78013033,0.72978741,76.712196,44317,5530.5366,70707,903977.38
18813,617059.009903,4843564.59919,617081.699551,4843702.15237,1.4103966,-1,2,0,0.68994868,139.41197,0,5228.6265,70707,956174.62
18814,617026.228899,4843552.44338,617059.009903,4843564.59919,1.1280317,-1,2,0,0.69782156,34.962234,0,5288.2896,70707,945386.94
18815,616941.412199,4843584.81402,617026.228899,4843552.44338,2.529566,-1,3,0.77956444,0.72251654,90.783981,44319,5475.4355,70707,913074.38
18816,617151.843135,4843615.73936,617184.397714,4843706.80165,1.5086857,-1,3,1.0481308,0.93442726,96.706467,1349949,7081.3599,70707,706005.62
18817,617151.843135,4843615.73936,617203.112762,4843497.74663,1.5479854,-1,3,1.0379447,0.89194393,128.65015,1235139,6759.4077,70707,739632.81
18818,617296.333494,4843671.71786,617353.076517,4843686.67956,1.4044008,-1,3,0.83964622,0.84378511,58.682392,88743,6394.4458,70707,781847.25
18819,617261.220176,4843641.89723,617296.333494,4843671.71786,0.81875145,-1,2,0.78727269,0.8228941,46.067505,44469,6236.127,70707,801696.25
18820,617260.040735,4843598.05844,617261.220176,4843641.89723,0.8676514,-1,2,0.39738581,0.78590167,43.854652,225,5955.7876,70707,839432.25
18821,617260.040735,4843598.05844,617297.430254,4843528.99102,1.5172571,-1,3,0.40669134,0.79033875,78.538429,255,5989.4131,70707,834719.5
18822,617461.956754,4843688.79967,617487.978533,4843530.15343,3.0235958,-1,3,0.2820839,0.77928108,160.76617,46,5905.6147,70707,846563.88
18823,617409.184356,4843520.79276,617487.978533,4843530.15343,1.7932714,-1,2,0,0.71930325,79.348251,0,5451.0845,70707,917153.25
18824,617374.401003,4843586.43027,617409.184356,4843520.79276,0.94184744,-1,2,0.78270727,0.76439869,74.284348,44276,5792.8315,70707,863046
18825,617353.076517,4843686.67956,617374.401003,4843586.43027,2.2664046,-1,3,0.83433801,0.77556694,102.49221,88593,5877.4673,70707,850618.06
18826,617353.076517,4843686.67956,617413.095741,4843693.73731,2.3317275,-1,4,0.92100567,0.8503834,60.432766,265756,6444.4497,70707,775780.75
18827,617413.095741,4843693.73731,617461.956754,4843688.79967,1.7924355,-1,4,0.94100487,0.86110562,49.109867,344471,6525.7061,70707,766120.94
18828,613483.907498,4844629.89158,613485.1013,4844716.72608,2.5086358,-1,3,0.8440879,0.91747057,86.842697,87825,6952.8564,70707,719054.06
18829,613445.085329,4844832.99004,613485.1013,4844716.72608,1.2069719,-1,2,0.79084957,0.89815271,122.95766,43563,6806.4604,70707,734519.81
18830,613361.399196,4844806.05721,613445.085329,4844832.99004,1.9305634,-1,2,0,0.82035142,87.913292,0,6216.8579,70707,804181.12
18831,613361.399196,4844806.05721,613381.569498,4844716.86852,1.2682118,-1,2,0.48340732,0.87675023,91.44104,692,6644.2651,70707,752450.38
18832,613366.47432,4844665.88312,613381.569498,4844716.86852,2.3027754,-1,3,0.79360855,0.90429819,53.173069,44973,6853.0322,70707,729528.12
18833,613410.354442,4844649.91127,613483.907498,4844629.89158,2.4853613,-1,4,1.0179254,1.0009397,76.228867,838019,7585.4116,70707,659091.44
18834,613366.47432,4844665.88312,613410.354442,4844649.91127,2.0000563,-1,4,1.0112331,0.99884701,46.696522,767770,7569.5522,70707,660472.31
18835,619375.856419,4846504.72283,619409.607445,4846335.17243,4.5323625,-1,6,1.0115085,1.0218513,172.87703,753063,7743.8867,70707,645603.44
18836,614951.137014,4845760.82938,615011.004692,4845648.39259,2.9635,-1,5,1.0366459,0.96910322,127.38199,1113627,7344.1445,70707,680743.62
18837,619389.341893,4844885.06154,619436.382013,4844738.41049,2.9989369,-1,3,0.14518657,0.99674267,154.01071,6,7553.6055,70707,661866.69
18838,619228.334754,4844833.5803,619389.341893,4844885.06154,1.2778196,-1,2,0,0.90088564,169.03732,0,6827.1714,70707,732291.56
18839,619217.935635,4844823.95464,619228.334754,4844833.5803,1.0053952,-1,2,0.79400766,0.92567205,14.170216,44385,7015.0103,70707,712683.19
18840,619217.935635,4844823.95464,619265.407088,4844679.71357,2.7188659,-1,3,0.85016018,0.99757493,151.85199,88772,7559.9131,70707,661314.5
18841,619333.053817,4844767.63579,619354.341376,4844709.76896,2.0063465,-1,2,0,0.99965113,61.658173,0,7575.647,70707,659941
18842,619265.407088,4844679.71357,619354.341376,4844709.76896,2.0364704,-1,4,1.1000394,1.1175117,93.875633,2230698,8468.832,70707,590338.81
18843,619293.856685,4844587.11807,619306.617657,4844521.69656,2.0270522,-1,2,0,0.81626338,66.654449,0,6185.8774,70707,808208.69
18844,619206.904149,4844557.96463,619293.856685,4844587.11807,3.0440323,-1,4,0.90536338,0.90160602,91.709686,203871,6832.6304,70707,731706.5
18845,619178.63908,4844649.1514,619206.904149,4844557.96463,3.0989282,-1,5,0.96405089,0.99968845,95.466957,407647,7575.9297,70707,659916.38
18846,618159.487941,4844211.50449,618297.847511,4844245.99164,1.8001902,-1,2,0,0.90903729,142.5929,0,6888.9468,70707,725724.88
18847,613348.450621,4844525.39281,613371.904422,4844551.114,1.4930713,-1,3,0.92037779,0.97934031,34.808914,231392,7421.7246,70707,673627.75
18848,613235.799856,4844482.2233,613348.450621,4844525.39281,1.3059542,-1,3,0.94913059,1.0100039,120.63914,330540,7654.1035,70707,653176.44
18849,613195.816828,4844169.88891,613240.777628,4844053.07347,3.9118147,-1,5,1.2819648,1.1330211,125.16917,24585444,8586.3662,70707,582257.94
18850,614185.171869,4842164.4673,614247.258887,4842206.37397,2.265934,-1,3,0.69228166,0.82972085,74.906387,12154,6287.8623,70707,795100.06
18851,614002.300196,4842101.72215,614185.171869,4842164.4673,2.1691642,-1,3,0.83304405,0.837331,193.3365,81659,6345.5342,70707,787873.75
18852,619178.63908,4844649.1514,619265.407088,4844679.71357,2.9769318,-1,5,1.0910975,1.116469,91.993118,1982800,8460.9297,70707,590890.12
18853,617940.845907,4844031.23284,618015.921612,4844055.36684,1.9807413,-1,3,0,1.0267811,78.859444,0,7781.2466,70707,642503.75
18854,624181.406206,4847011.63712,624296.387494,4847049.83676,3.1919172,-1,5,0.99279714,1.0017085,121.16068,598002,7591.2383,70707,658585.56
18855,624026.20561,4847064.8229,624267.314239,4847141.08208,4.0668902,-1,5,1.0071194,0.98730659,252.88107,735145,7482.0957,70707,668192.44
18856,624035.616262,4847043.77923,624082.206376,4846981.63178,1.7344421,-1,4,1.1658701,1.0977919,77.672028,5462250,8319.3887,70707,600943.19
18857,624026.20561,4847064.8229,624035.616262,4847043.77923,2.3442464,-1,4,1.1675704,1.1009786,23.052034,5568360,8343.5381,70707,599203.81
18858,623971.837883,4847233.25907,624053.876165,4847266.27779,2.8161302,-1,4,0.89321423,0.98531008,88.433678,159834,7466.9653,70707,669546.38
18859,624052.511407,4847300.82091,624053.876165,4847266.27779,1.6888274,-1,3,0.86386031,0.91023022,34.570065,115450,6897.9868,70707,724773.75
18860,624012.000494,4847421.38152,624052.511407,4847300.82091,2.5998073,-1,4,0.24667889,0.89699358,127.18488,27,6797.6758,70707,735469
18861,624052.511407,4847300.82091,624115.269598,4847332.68436,2.3309426,-1,3,0.80839771,0.84998661,70.383736,57731,6441.4429,70707,776142.88
18862,624115.269598,4847332.68436,624135.130012,4847397.69957,0.8514117,-1,2,0.69803333,0.81213021,67.98098,13340,6154.5552,70707,812321.88
18863,624123.388549,4847446.43849,624135.130012,4847397.69957,1.3296032,-1,2,0,0.79034752,50.133266,0,5989.479,70707,834710.25
18864,624012.000494,4847421.38152,624123.388549,4847446.43849,2.7300134,-1,3,0.76336962,0.86092782,114.17159,31042,6524.3579,70707,766279.19
18865,623991.47966,4847444.16802,624012.000494,4847421.38152,1.6505705,-1,3,0.85839927,0.91782659,30.664789,106486,6955.5552,70707,718775.12
18866,623912.313938,4847420.78981,623991.47966,4847444.16802,2.7232409,-1,3,0.88902903,0.98721182,82.545456,150849,7481.3779,70707,668256.56
18867,623885.934224,4847507.26153,623912.313938,4847420.78981,3.0128624,-1,4,1.1826491,1.1039816,90.406021,6783392,8366.2959,70707,597573.88
18868,623912.313938,4847420.78981,623971.837883,4847233.25907,3.0546143,-1,5,1.1808349,1.1038015,196.75079,6622943,8364.9307,70707,597671.38
18869,636804.710931,4838059.46077,636859.231894,4838076.49033,3.0172834,-1,4,0.84508306,0.90701431,57.11866,89878,6873.6162,70707,727343.5
18870,636859.231894,4838076.49033,636888.803402,4837983.99274,2.9877717,-1,3,0.24520528,0.82705253,97.109627,27,6267.6411,70707,797665.31
18871,613685.749904,4842333.40524,613752.734603,4842372.06946,2.1369321,-1,4,1.0721383,0.96708989,77.34256,1797776,7328.8877,70707,682160.81
18872,625018.581349,4848746.32756,625022.036989,4848694.47426,2.2543111,-1,4,0.98623782,0.96887851,51.968323,565991,7342.4419,70707,680901.5
18873,625068.027132,4848752.67475,625126.49629,4848728.23069,2.1837311,-1,3,0.8037132,1.0811441,63.373138,44653,8193.2266,70707,610196.75
18874,625018.581349,4848746.32756,625068.027132,4848752.67475,2.212369,-1,3,0.3424395,1.0412077,49.851501,96,7890.5752,70707,633601.44
18875,625022.036989,4848694.47426,625126.49629,4848728.23069,3.6829565,-1,4,1.1177171,1.100582,109.77814,2869930,8340.5332,70707,599419.75
18876,628815.238039,4838803.59446,628837.175162,4838833.13623,3.6803498,-1,5,0.97639865,1.0497783,36.796108,458575,7955.5264,70707,628428.56
18877,623922.028627,4849031.29285,623954.198135,4848958.44885,1.4584982,-1,3,1.0849882,1.0384992,79.631187,1977568,7870.0498,70707,635253.88
18878,623954.198135,4848958.44885,624000.599456,4848928.32095,1.4463027,-1,3,1.0772915,0.99777287,55.324249,1862881,7561.4126,70707,661183.31
18879,623132.164654,4848669.88953,623194.361676,4848348.81411,3.1367557,-1,5,1.1791934,1.1699095,327.04419,6050356,8865.9189,70707,563898.69
18880,622992.660654,4848625.73188,623132.164654,4848669.88953,2.9861906,-1,4,0.91210401,1.0404855,146.32588,195945,7885.1016,70707,634041.25
18881,623389.536759,4847342.34042,623504.596047,4846723.02162,3.0298688,-1,5,1.1838502,1.1628338,629.9162,6481601,8812.2969,70707,567329.94
18882,623818.892145,4847075.23147,623866.071194,4846983.8262,1.9443054,-1,3,0,0.91029394,102.86295,0,6898.4697,70707,724723
18883,623668.384361,4846935.15711,623720.094925,4847044.81342,1.6791792,-1,3,0.73539674,0.84756136,121.23732,21495,6423.0635,70707,778363.81
18884,623691.258439,4847155.8399,623720.094925,4847044.81342,1.3903744,-1,2,0.8139357,0.87691599,114.71017,60674,6645.5215,70707,752308.12
18885,623691.258439,4847155.8399,623778.066426,4847186.12482,2.0788512,-1,3,0.8623904,0.9627251,91.939125,107840,7295.8091,70707,685253.62
18886,623778.066426,4847186.12482,623874.024872,4847199.4076,2.2481494,-1,4,0.93162066,0.97530133,96.873398,270115,7391.1162,70707,676417.44
18887,623778.066426,4847186.12482,623790.405017,4847149.91041,2.1261282,-1,2,0,0.87300026,38.258648,0,6615.8467,70707,755682.5
18888,623874.024872,4847199.4076,623971.837883,4847233.25907,3.1523929,-1,5,0.9642489,0.98779821,103.5051,413473,7485.8213,70707,667859.88
18889,616198.225859,4841789.03332,616263.571796,4841611.21362,2.1328771,-1,4,1.3647676,1.1755447,189.4464,70179040,8908.624,70707,561195.5
18890,616244.352883,4842189.37598,616391.215254,4842238.55244,2.9275274,-1,5,1.0354254,1.0501238,154.87698,1008128,7958.144,70707,628221.81
18891,617394.937527,4843789.66678,617413.095741,4843693.73731,4.0637465,-1,5,0.7745018,0.9032799,97.632904,34778,6845.3154,70707,730350.56
18892,617215.305264,4843834.87135,617252.099884,4843753.8128,2.9571753,-1,4,0.84460384,0.91018194,89.018723,89036,6897.6211,70707,724812.19
18893,615116.639036,4836098.16072,615206.091156,4836140.04114,0.97605246,-1,2,0,0.77412707,98.770706,0,5866.5557,70707,852200.19
18894,614827.032277,4846638.91552,614926.170194,4846677.32408,2.1809933,-1,3,0.35493094,1.0065827,106.31812,115,7628.1768,70707,655396.44
18895,614827.032277,4846638.91552,614876.929386,4846535.67657,2.094259,-1,3,0.34519595,0.94667488,114.66473,103,7174.1758,70707,696871.62
18896,615011.004692,4845648.39259,615023.950173,4845587.36441,3.3713503,-1,5,1.0390841,0.97025353,62.386086,1149283,7352.8618,70707,679936.56
18897,615065.331479,4845487.39913,615083.094651,4845374.2068,1.2964182,-1,3,1.0454768,0.97585773,114.57763,1244793,7395.333,70707,676031.75
18898,615023.950173,4845587.36441,615065.331479,4845487.39913,1.499226,-1,3,1.042328,0.97234756,108.19182,1197762,7368.7314,70707,678472.25
18899,615446.651375,4845612.83064,615491.573793,4845530.48385,2.1607349,-1,4,0.99628937,0.93824923,93.803078,668868,7110.3237,70707,703129.69
18900,615491.573793,4845530.48385,615530.904315,4845429.67726,1.9811668,-1,4,0.97940218,0.93340272,108.20747,535554,7073.5957,70707,706780.56
18901,615639.763792,4845664.6261,615721.106786,4845624.66199,3.9434376,-1,5,0.86337477,0.90561116,90.630089,115201,6862.9824,70707,728470.44
18902,620379.668651,4848009.17951,620466.649516,4848038.15044,1.1106131,-1,2,0,0.66982812,91.678711,0,5076.1465,70707,984896.62
18903,617215.305264,4843834.87135,617286.14638,4843865.48481,2.0223987,-1,3,0.41409469,0.83367115,77.172844,276,6317.7988,70707,791332.56
18904,617286.14638,4843865.48481,617380.773494,4843874.71019,1.2351727,-1,3,0.78894085,0.84843785,95.075752,44405,6429.7056,70707,777559.69
18905,617380.773494,4843874.71019,617394.937527,4843789.66678,3.9062357,-1,5,0.9072271,0.9292621,86.214851,203414,7042.2168,70707,709929.88
18906,617380.773494,4843874.71019,617431.167957,4843873.23045,1.2043103,-1,2,0,0.83568275,50.416183,0,6333.0435,70707,789427.69
18907,617115.013178,4843916.17236,617144.220993,4843984.95036,1.9539015,-1,3,0.45015886,0.82984728,74.722885,452,6288.8203,70707,794978.94
18908,617115.013178,4843916.17236,617176.223819,4843881.11535,1.1467319,-1,2,0.45280179,0.87681735,70.538902,457,6644.7739,70707,752392.75
18909,617176.223819,4843881.11535,617215.305264,4843834.87135,1.2106012,-1,3,0.79257011,0.89519453,60.546406,44704,6784.042,70707,736947.06
18910,617365.459472,4844095.35626,617399.671049,4844174.09824,2.8089242,-1,4,0.83854592,0.82949597,85.852966,88689,6286.1582,70707,795315.62
18911,617270.769101,4844019.8615,617365.459472,4844095.35626,0.5401094,-1,2,0.78596807,0.8073498,121.10213,44347,6118.3276,70707,817131.75
18912,617231.603341,4843954.1003,617270.769101,4844019.8615,1.1036308,-1,2,0.17588945,0.79183072,76.540787,10,6000.7192,70707,833146.75
18913,617144.220993,4843984.95036,617231.603341,4843954.1003,2.9430566,-1,3,0.18756804,0.75941521,92.668228,12,5755.0649,70707,868709.56
18914,613222.870107,4844134.27796,613240.777628,4844053.07347,2.4740975,-1,3,1.1409078,1.1045935,83.155571,3890967,8370.9336,70707,597242.81
18915,613222.870107,4844134.27796,613232.389508,4844150.45064,1.0469368,-1,2,1.1364968,1.0617356,18.766315,3838058,8046.1431,70707,621351.12
18916,613232.389508,4844150.45064,613268.046094,4844155.59629,2.5742011,-1,3,1.1362365,1.0608289,36.025959,3828471,8039.271,70707,621882.25
18917,613195.816828,4844169.88891,613268.046094,4844155.59629,3.8332949,-1,5,1.1792791,1.0928665,73.629791,6563912,8282.0625,70707,603651.56
18918,613119.04955,4844187.60244,613195.816828,4844169.88891,3.7514443,-1,5,1.2066884,1.0955082,78.784416,9426378,8302.082,70707,602195.94
18919,619048.012546,4846240.11009,619068.256766,4846277.55016,2.3945251,-1,4,0.9600659,1.0426764,42.56274,371141,7901.7056,70707,632708.94
18920,619068.256766,4846277.55016,619084.261482,4846439.76923,1.6450129,-1,3,0.96181798,1.052204,163.00668,376620,7973.9087,70707,626979.81
18921,618764.152476,4846405.63948,618875.433244,4846443.09828,2.6882491,-1,4,0.99357319,0.94978064,117.41623,637071,7197.7129,70707,694592.88
18922,618923.807716,4846474.31457,618965.149946,4846363.0741,3.3266401,-1,3,0.84251142,0.8859219,118.67445,88550,6713.7715,70707,744660.44
18923,618738.346214,4846287.5487,618965.149946,4846363.0741,1.7585244,-1,2,0.78575248,0.80746645,239.04816,44212,6119.2119,70707,817013.69
18924,618709.395273,4846319.56658,618738.346214,4846287.5487,0.99032879,-1,2,0.1176936,0.75938076,43.165974,4,5754.8037,70707,868749
18925,618641.87128,4846351.12185,618709.395273,4846319.56658,0.72612906,-1,2,0.36067957,0.76992124,74.533379,137,5834.6826,70707,856855.5
18926,618622.716272,4846397.51965,618641.87128,4846351.12185,2.3292847,-1,3,0.78572935,0.8011657,50.196323,44471,6071.4624,70707,823439.12
18927,615491.573793,4845530.48385,615609.230986,4845617.73987,2.1451812,-1,3,0.80096912,0.85394871,146.48149,52004,6471.4683,70707,772541.81
18928,615609.230986,4845617.73987,615639.763792,4845664.6261,1.2637087,-1,3,0.8092615,0.84853798,55.9515,58492,6430.4644,70707,777467.94
18929,615446.651375,4845612.83064,615541.48099,4845685.22689,2.1908183,-1,3,0.81819552,0.85888386,119.30579,65376,6508.8682,70707,768102.75
18930,615541.48099,4845685.22689,615595.189333,4845788.38837,2.2782891,-1,3,0.16959612,0.83751762,116.30511,9,6346.9487,70707,787698.19
18931,615639.763792,4845664.6261,615674.802166,4845747.98895,2.0311077,-1,3,0.74702632,0.8421917,90.427055,25288,6382.3706,70707,783326.5
18932,615595.189333,4845788.38837,615674.802166,4845747.98895,1.948745,-1,3,0.69591153,0.8033269,89.276627,13059,6087.8408,70707,821223.81
18933,615495.273721,4845839.29239,615595.189333,4845788.38837,1.4516525,-1,3,0.76386344,0.80332685,112.13541,32948,6087.8403,70707,821223.88
18934,615450.622972,4845828.93951,615495.273721,4845839.29239,1.6155427,-1,3,0.81527352,0.82615578,45.835266,64860,6260.8452,70707,798531.12
18935,618855.50843,4845038.09854,618875.321304,4845059.5751,1.6274446,-1,3,0.87992495,0.98941207,29.219727,133248,7498.0522,70707,666770.5
