segment_id,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth,Angular Connectivity,Connectivity,Segment Length,local_nain,local_nach,integrated,citywide_nain,citywide_nach,citywide_match_distance_m,citywide_matched,blended_nain,blended_nach
0,0,144.13028,1005,7007.7227,0.45695189,2,80.662338,0.5713450067139946,0.0,99.90349721531547,0.86499006,0.90240645,7.50231139420475,True,0.6594385226997962,0.270721935
1,0,309.38062,1005,3264.668,0.96694416,2,111.97435,1.226010743391964,0.0,214.44630447288785,1.1627624,1.3419323,2.619693292614727,True,1.2070362403743748,0.4025796900000001
2,0,198.63213,1005,5084.9023,0.95518905,2,1.4292557,0.7873101991942603,0.0,137.68130087811653,,,,False,0.7873101991942603,0.0
3,1671,164.26947,1005,6148.5859,3.0031753,3,126.27262,0.6511526102081983,0.8506854719062122,1219.269394003044,0.88551223,0.86193138,0.0,True,0.7214604961457387,0.8540592443343485
4,0,141.46341,1005,7139.832,0.98872155,1,15.336727,0.560776291446612,0.0,98.05496379389558,0.80957943,0.0,0.0,True,0.6354172330126284,0.0
5,0,139.1463,1005,7258.7266,1.148592,2,5.9639554,0.5515935640786613,0.0,96.44886553034831,,,,False,0.5515935640786613,0.0
6,5001,199.08099,1005,5073.4375,2.1749613,4,65.519455,0.789088637796198,0.9982687210908268,1695.7306653421533,0.97129697,1.0895419,0.0,True,0.8437511374573385,1.0256506747635787
7,4561,169.86618,1005,5946.0039,2.3989556,3,66.269318,0.6733301003879202,0.9694553780772805,1431.2475168222188,0.87628633,1.0463593,0.0,True,0.7342169692715441,0.9925265546540963
8,2949,158.9425,1005,6354.6562,2.2074313,3,60.438194,0.6300435224253186,0.9123194902554287,1269.9345814018682,0.84291196,1.0370921,0.0,True,0.693904053697723,0.9497512731788
9,12674,200.05664,1005,5048.6953,2.2058001,4,120.08878,0.7929542023837273,1.1078756853385008,1890.0282486205888,0.96896851,1.0429441,0.0,True,0.8457584946686091,1.0883962097369506
10,0,103.4362,1005,9764.7148,0.36140266,1,29.08717,0.41006317324784997,0.0,71.69651039783461,0.64142054,0.25257158,13.211675245784196,True,0.479470383273495,0.07577147400000002
11,1674,107.40077,1005,9404.2617,1.6989764,3,60.473267,0.4257770186316144,0.8113865985815,797.3610677911802,0.65766478,0.77438134,0.0,True,0.4953433470421301,0.80028502100705
12,148,135.61308,1005,7447.8438,1.3521317,3,101.7785,0.5375911456149913,0.5612270039570454,679.5076849890991,0.76449853,0.88980252,0.0,True,0.605663360930494,0.6597996587699317
13,701,140.71304,1005,7177.9062,1.3640395,3,85.804489,0.5578025605814656,0.7381236516181706,922.4241965316298,0.78274173,0.91347283,0.0,True,0.6252843114070259,0.7907284051327195
14,0,171.08578,1005,5903.6172,2.3059671,3,69.620712,0.678162828280631,0.0,118.58762604089908,1.0652015,1.1278099,8.511730558794934,True,0.7942744297964417,0.33834297
15,0,116.7853,1005,8648.5625,1.9085793,2,9.5548792,0.46297221285838236,0.0,80.94940142584738,,,,False,0.46297221285838236,0.0
16,0,115.42576,1005,8750.4297,2.0100355,2,10.57128,0.457583802483411,0.0,80.00704010798891,,,,False,0.457583802483411,0.0
17,0,175.56706,1005,5752.9297,1.8400276,3,20.623814,0.6959198933559068,0.0,121.69381263819875,,,,False,0.6959198933559068,0.0
18,0,125.80898,1005,8028.2422,1.476187,2,96.757874,0.4987358990361138,0.0,87.20413977612255,,,,False,0.4987358990361138,0.0
19,3421,206.14662,1005,4899.5469,3.5638607,4,43.105309,0.8170828811399806,0.9576899980288787,1677.6773970714796,0.95444852,0.75380713,0.0,True,0.8582925727979864,0.896525137620215
20,2313,184.40117,1005,5477.3242,1.3580403,2,100.21732,0.7309240915320799,0.8998496121215882,1428.5862840093605,0.90705132,0.43527299,0.0,True,0.7837622600724561,0.7604766254851117
21,1366,176.75331,1005,5714.3203,2.8397851,4,60.953255,0.7006203034309921,0.8346041612585587,1276.354227961631,0.93656039,0.7343064,0.0,True,0.7714023294016945,0.804514832880991
22,0,180.10594,1005,5607.9492,0.33997187,1,24.482901,0.7139048715618923,0.0,124.83992451309868,1.0627612,0.99478167,4.767862437878466,True,0.8185617700933245,0.298434501
23,1691,191.76163,1005,5267.0859,3.1844895,4,108.45236,0.7600882086767157,0.8674257107876804,1425.6053134373828,1.023187,0.97726679,0.0,True,0.839017846073701,0.9003780345513763
24,0,119.37011,1005,8461.2891,1.9026151,2,75.669708,0.47321673828851485,0.0,82.74105518963053,0.83708012,0.0,0.0,True,0.5823757528019604,0.0
25,5234,238.46477,1005,4235.5312,4.8445096,5,68.537811,0.9451187198562078,1.0252814602754967,2042.0484952751397,1.033347,0.83725482,0.0,True,0.9715872038993454,0.9688734681928477
26,3350,146.06357,1005,6914.9688,2.1509736,3,98.810966,0.5790065242299113,0.9180192901954144,1185.6436369470723,0.85754424,0.76280242,0.0,True,0.662567838960938,0.87145422913679
27,5019,157.62764,1005,6407.6641,2.1763854,3,75.232552,0.624833064667888,0.9721034909553612,1343.2057118797761,0.83051848,0.37932944,0.0,True,0.6865386892675216,0.7942712756687529
28,8226,309.34509,1005,3265.043,2.0656996,4,139.01825,1.2258700185748215,1.1140924597559443,2788.8382487621693,1.1627618,1.3420123,0.0,True,1.206937553002375,1.182468411829161
29,1682,155.13712,1005,6510.5312,2.5997396,3,55.188515,0.6149636662154863,0.845893901256928,1152.5023696913036,0.82050991,0.85698098,0.0,True,0.6766275393508404,0.8492200248798496
30,0,140.73892,1005,7176.5859,0.66608715,1,28.858761,0.5579051527536559,0.0,97.5527855930517,0.77523851,0.0,0.0,True,0.6231051599275592,0.0
31,1001,177.67625,1005,5684.6367,2.3537865,4,124.47363,0.7042774621235678,0.7991803428406136,1227.876284689622,0.88365668,0.71175414,0.0,True,0.7580912274864975,0.7729524819884295
32,24301,243.05214,1005,4155.5898,3.5630188,4,70.74958,0.9632912951380487,1.211856135658285,2454.4268123089532,1.0348179,0.93675297,0.0,True,0.9847492765966341,1.1293251859607996
33,16221,211.85719,1005,4767.4805,2.7334633,4,81.276566,0.839707817883885,1.1444972937958584,2053.782850092966,0.97633189,0.93348128,0.0,True,0.8806950395187194,1.0811924896571008
34,6277,178.43352,1005,5660.5117,1.5685871,3,33.229378,0.7072780199455907,1.0119196606968903,1560.3950676434495,0.87666601,0.75442892,0.0,True,0.7580944169619135,0.9346724384878231
35,7719,191.91806,1005,5262.793,0.81056476,2,33.788433,0.7607079828389721,1.0446473557663505,1717.9927380854413,0.89976394,0.81044656,0.0,True,0.8024247699872805,0.9743871170364453
36,9217,203.85129,1005,4954.7148,2.4818871,4,238.65045,0.807988804014857,1.0728916487653317,1860.962880723481,0.9303,0.85499138,0.0,True,0.8446821628103999,1.0075215681357323
37,0,236.29274,1005,4274.4648,0.10883804,1,151.03363,0.9365142121816928,0.0,163.78564651778422,,,,False,0.9365142121816928,0.0
38,1680,242.28894,1005,4168.6797,0.35055524,2,443.31445,0.960267954188556,0.8909642714622752,1799.6589702695437,1.0841662,0.90756083,0.0,True,0.9974374279319893,0.8959432390235926
39,3356,257.2493,1005,3926.25,0.41695881,2,109.67615,1.0195303412702197,0.9809815160565085,2088.6330071116568,1.1155446,0.92630172,0.0,True,1.0483346188891538,0.964577577239556
40,5028,269.01382,1005,3754.5469,2.153897,4,160.50629,1.0661307231635364,1.035407163701582,2292.851936054364,1.1389377,0.94149143,0.0,True,1.0879728162144755,1.0072324435911073
41,0,202.92912,1005,4977.2305,1.0173491,2,121.78609,0.8043351403584833,0.0,140.6597473815108,,,,False,0.8043351403584833,0.0
42,5016,169.73015,1005,5950.7695,3.5581353,4,61.128651,0.6727910534911087,0.9803041026955908,1446.2344092792214,0.94088537,0.84733689,0.0,True,0.7532193484437761,0.9404139388869135
43,3374,141.89784,1005,7117.9727,2.5176816,3,143.82248,0.5624979521473081,0.915830698500422,1152.8414600208705,0.86628997,0.91173178,0.0,True,0.6536355575031156,0.9146010229502954
44,1689,134.78955,1005,7493.3477,0.75262767,2,102.52767,0.5343274552953348,0.8330353268273804,1001.9008813941325,0.83714402,0.85838342,0.0,True,0.6251724247067343,0.8406397547791662
45,0,128.34723,1005,7869.4727,0.37648717,1,56.051712,0.5087955222273388,0.0,88.96352060717882,0.80989474,0.0,0.0,True,0.5991252875591372,0.0
46,0,165.59462,1005,6099.3828,1.123859,2,21.230106,0.6564036701802648,0.0,114.78144396889552,0.95685977,0.0,0.0,True,0.7465405001261853,0.0
47,1673,183.57846,1005,5501.8711,3.2362652,4,127.95425,0.7276642185705876,0.8617945348380168,1362.8072627016936,0.9662227,0.86761838,0.0,True,0.7992317629994113,0.8635416883866118
48,0,171.3746,1005,5893.668,0.39203376,1,69.184425,0.6793072579892119,0.0,118.7878208095884,0.92865735,0.0,0.0,True,0.7541122855924484,0.0
49,1678,168.18126,1005,6005.5742,3.2775078,4,85.882568,0.6666534494230201,0.8534654072178359,1249.00638044761,0.91587216,0.86418283,0.0,True,0.7414190625961141,0.8566806340524851
50,0,156.82477,1005,6440.4688,0.43327644,1,129.5471,0.6216514487574609,0.0,108.70264716746189,0.87848294,0.0,0.0,True,0.6987008961302227,0.0
51,44899,229.21802,1005,4406.3945,3.0031877,5,51.764381,0.908487219801844,1.2765539470799099,2455.4327912397316,1.1732997,1.1421717,0.0,True,0.9879309638612908,1.2362392729559368
52,35288,232.84683,1005,4337.7227,2.2723536,4,74.575356,0.9228631274285659,1.250188807385272,2438.2217981513645,1.167744,1.1216571,0.0,True,0.9963273891999962,1.2116292951696903
53,34087,223.14522,1005,4526.3125,0.45868492,2,56.285854,0.8844288160533842,1.2397597085526466,2328.9064187557465,1.1348598,1.1170542,0.0,True,0.959558111237369,1.2029480559868526
54,32900,215.83173,1005,4679.6875,0.46157897,2,67.817787,0.8554543768875519,1.2306811156411126,2244.9281397849572,1.1135632,1.1134627,0.0,True,0.9328870238212863,1.1955155909487787
55,31793,208.2224,1005,4850.7031,1.3327016,3,95.169434,0.8253070465190299,1.221447572234396,2158.6550144355047,1.1007907,1.1110035,0.0,True,0.9079521425633208,1.1883143505640772
56,1694,155.13283,1005,6510.7109,2.3814745,4,43.118668,0.6149466980170639,0.8467002960731608,1153.5720391093826,0.94296587,0.86598456,0.0,True,0.7133524496119448,0.8524855752512125
57,0,148.51909,1005,6800.6406,0.28878289,1,49.886406,0.5887375651000496,0.0,102.94558849282876,0.91620046,0.0,0.0,True,0.6869764335700348,0.0
58,5547,186.89471,1005,5404.2461,3.1273234,5,112.79462,0.7408042454994308,1.0029896564895087,1611.2890085666866,1.0457679,0.94234496,0.0,True,0.8322933418496016,0.9847962475426562
59,5,157.84723,1005,6398.75,3.0458727,4,125.3882,0.6257032477592064,0.204437777915037,307.1565268572683,0.94146317,0.13311853,0.0,True,0.7204312244314445,0.1830420035405259
60,7753,187.02422,1005,5400.5039,3.0052612,4,120.14447,0.741317384906421,1.0420208852082882,1675.006321713481,1.0457575,0.92460203,0.0,True,0.8326494194344947,1.0067952286458017
61,29808,228.33264,1005,4423.4805,2.0812879,4,275.48419,0.9049797108121346,1.2271737656158253,2352.4196711546974,1.1738036,1.1594741,0.0,True,0.9856268775684942,1.2068638659310778
62,19162,228.15233,1005,4426.9766,2.0095205,4,125.14124,0.9042653472350115,1.1744355576929357,2249.7619399022865,1.1743364,1.1647642,0.0,True,0.9852866630645081,1.171534150385055
63,0,168.71281,1005,5986.6523,1.1188327,2,111.83794,0.6687598248264873,0.0,116.94280857584573,1.0177377,0.0,0.0,True,0.7734531873785412,0.0
64,2083,168.85529,1005,5981.6016,2.9115751,5,72.661018,0.6693243184998715,0.878704459956923,1290.4806290178956,1.0181732,0.90821779,0.0,True,0.77397898294991,0.8875584589698462
65,8340,203.25166,1005,4969.332,3.0030649,5,117.88752,0.8056130757500687,1.0607748813592657,1835.171082581074,1.0447223,1.0964278,0.0,True,0.8773458430250481,1.071470756951486
66,346,169.09921,1005,5972.9727,2.0332992,3,167.34383,0.6702909392531183,0.6726839546821862,989.6028160899046,1.0825582,0.96269971,0.0,True,0.7939711174771829,0.7596886812775303
67,350,186.41475,1005,5418.1602,2.8622079,4,114.45882,0.7389025259981689,0.6816401288506444,1093.0673396913253,1.0458287,0.94618171,0.0,True,0.8309803781987182,0.7610026031954511
68,1796,169.94345,1005,5943.3008,3.0600386,5,114.15565,0.6736362377316115,0.8623039735279432,1273.629326526706,1.0874749,1.0057613,0.0,True,0.797787836412128,0.9053411714695603
69,1832,170.81825,1005,5912.8633,2.9920015,5,114.79192,0.6771027257882258,0.8650972377290999,1283.5718298484567,1.087483,1.0500968,0.0,True,0.8002168080517581,0.92059710641037
70,219,145.83751,1005,6925.6875,3.1566715,4,117.93456,0.5781106701326728,0.6099025130457097,787.2546069642223,0.97320157,0.87101573,0.0,True,0.696637940092871,0.6882364781319968
71,14,158.12883,1005,6387.3555,4.2668748,5,168.8374,0.6268190998442238,0.3090483581640737,438.42621071897156,0.94206589,0.20120378,0.0,True,0.7213931368909566,0.2766949847148516
72,153,186.52919,1005,5414.8359,3.0018442,4,116.90445,0.7393559888153046,0.5858657609374524,940.7460018846024,1.0471696,0.84507197,0.0,True,0.8317000721707132,0.6636276236562166
73,245,145.58508,1005,6937.6953,2.1048422,3,120.32529,0.5771103614728935,0.622411946918091,802.0847417390511,0.96475911,0.75181961,0.0,True,0.6934049860310255,0.6612342458426637
74,913,159.10477,1005,6348.1758,1.8109212,3,16.085682,0.6306864863638485,0.7786115615512379,1084.9233450531267,0.94610298,0.68497556,0.0,True,0.725311434454694,0.7505207610858666
75,15356,203.56514,1005,4961.6797,2.1548343,4,195.95305,0.8068550561581845,1.1326919863697442,1962.2441392239082,1.0461056,1.0878941,0.0,True,0.8786302193107292,1.119252620458821
76,16962,209.2923,1005,4825.9062,2.1479545,4,167.59315,0.8295459557799073,1.1481206007052855,2038.2660501781995,1.0479236,1.0882171,0.0,True,0.8950592490459351,1.1301495504936998
77,2395,186.65833,1005,5411.0898,2.0097136,4,117.92481,0.7398676561942018,0.9051731010223216,1452.5701280442208,1.0470802,0.84667504,0.0,True,0.8320314193359413,0.8876236827156252
78,58785,269.96484,1005,3741.3203,3.2650931,5,169.60744,1.0698977758047423,1.334670049943316,2964.666409943178,1.1357433,1.0325038,0.0,True,1.0896514330633196,1.2440201749603212
79,8405,173.44661,1005,5823.2617,2.1891451,4,100.3718,0.6875176205550972,1.042279657115043,1567.405789173715,0.98486853,0.98875123,0.0,True,0.776722893388568,1.02622112898053
80,6732,169.48727,1005,5959.2969,1.4408593,3,169.46765,0.6718286524354693,1.0139839025900725,1494.0175056625583,0.97085953,0.97108138,0.0,True,0.7615379157048285,1.0011131458130507
81,2081,225.62434,1005,4476.5781,2.3125114,3,81.050522,0.8942503566242912,0.908864755335072,1724.1229336269755,1.0295905,0.85780478,0.0,True,0.9348523996370038,0.8935467627345504
82,1123,214.21722,1005,4714.957,0.67753041,2,95.024567,0.8490579971567984,0.8304220503618451,1504.9912867653493,1.0087205,0.80040801,0.0,True,0.8969567480097589,0.8214178382532915
83,250,204.4834,1005,4939.3984,2.3600001,3,58.781681,0.8104932529007862,0.6496248403874468,1130.6764598732334,1.0101488,0.7482717,0.0,True,0.8703899170305504,0.6792188982712127
84,30990,208.24251,1005,4850.2344,2.8721635,5,103.14104,0.8253867667841315,1.2184475020459522,2153.5366655928933,1.1007916,1.1099479,0.0,True,0.9080082167488921,1.1858976214321666
85,18288,198.2897,1005,5093.6836,2.9492109,4,330.55151,0.7859534416726227,1.149678777360408,1946.0368763862916,1.0357491,1.0298218,0.0,True,0.860892139170836,1.1137216841522855
86,23984,208.22574,1005,4850.625,2.155921,4,217.39172,0.8253203293258269,1.1882422785414901,2100.003564832918,1.1007909,1.1053283,0.0,True,0.9079615005280788,1.163368084979043
