row_id,Ref,area_name,Angular Connectivity,Connectivity,NACH,NAIN,Segment Length,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth
308,308,Village of Islington,4.0145178,5,0.69646686,0.95839781,157.6674,11636.0,7263.0156,70707,688347.62
308,308,The Kingsway,4.0145178,5,0.69646686,0.95839781,157.6674,11636.0,7263.0156,70707,688347.62
309,309,Village of Islington,3.9976654,5,0.72687835,0.96328866,158.54039,17448.0,7300.0806,70707,684852.69
309,309,The Kingsway,3.9976654,5,0.72687835,0.96328866,158.54039,17448.0,7300.0806,70707,684852.69
310,310,Village of Islington,3.0124428,5,1.0533584,1.038113,93.160591,1296449.0,7867.1226,70707,635490.25
310,310,The Kingsway,3.0124428,5,1.0533584,1.038113,93.160591,1296449.0,7867.1226,70707,635490.25
311,311,Village of Islington,4.0204501,6,0.9660359,0.96456254,92.607697,433354.0,7309.7339,70707,683948.25
311,311,The Kingsway,4.0204501,6,0.9660359,0.96456254,92.607697,433354.0,7309.7339,70707,683948.25
312,312,Rogers Road,2.8975983,4,0.92400104,0.95310378,92.535606,249094.0,7222.896,70707,692171.06
312,312,Eglinton Hill,2.8975983,4,0.92400104,0.95310378,92.535606,249094.0,7222.896,70707,692171.06
313,313,Rogers Road,2.9151673,4,0.93839955,0.99533606,57.182674,290258.0,7542.9458,70707,662802.06
314,314,Village of Islington,3.9899716,6,1.3125678,1.1467749,161.50441,36327020.0,8690.5967,70707,575274.62
314,314,The Kingsway,3.9899716,6,1.3125678,1.1467749,161.50441,36327020.0,8690.5967,70707,575274.62
315,315,Village of Islington,4.0200014,6,0.96493751,0.96474683,166.15346,426927.0,7311.1309,70707,683817.56
315,315,The Kingsway,4.0200014,6,0.96493751,0.96474683,166.15346,426927.0,7311.1309,70707,683817.56
316,316,Village of Islington,4.0227747,6,1.0023398,1.0220243,96.108353,666021.0,7745.1973,70707,645494.19
316,316,The Kingsway,4.0227747,6,1.0023398,1.0220243,96.108353,666021.0,7745.1973,70707,645494.19
317,317,Village of Islington,4.0160155,6,0.9581036,1.0215173,92.802399,368711.0,7741.355,70707,645814.56
317,317,The Kingsway,4.0160155,6,0.9581036,1.0215173,92.802399,368711.0,7741.355,70707,645814.56
318,318,Village of Islington,4.0103054,6,0.93653053,1.0210687,93.180008,276390.0,7737.9551,70707,646098.31
318,318,The Kingsway,4.0103054,6,0.93653053,1.0210687,93.180008,276390.0,7737.9551,70707,646098.31
319,319,Weston Village,3.975029,4,0.73633879,1.07081,169.0248,18328.0,8114.9111,70707,616085.62
320,320,Regal Heights Village,0.99232012,2,0.0,0.94188893,27.526798,0.0,7137.9062,70707,700412.62
320,320,Hillcrest Village,0.99232012,2,0.0,0.94188893,27.526798,0.0,7137.9062,70707,700412.62
320,320,Wychwood Heights,0.99232012,2,0.0,0.94188893,27.526798,0.0,7137.9062,70707,700412.62
321,321,Regal Heights Village,3.1289556,5,0.5634619,0.9454996,49.080711,1961.0,7165.2695,70707,697737.88
321,321,Hillcrest Village,3.1289556,5,0.5634619,0.9454996,49.080711,1961.0,7165.2695,70707,697737.88
321,321,Wychwood Heights,3.1289556,5,0.5634619,0.9454996,49.080711,1961.0,7165.2695,70707,697737.88
322,322,Village of Islington,4.0085244,6,0.98550385,1.0207487,94.582153,532362.0,7735.5312,70707,646300.81
322,322,The Kingsway,4.0085244,6,0.98550385,1.0207487,94.582153,532362.0,7735.5312,70707,646300.81
323,323,Village of Islington,4.0132656,6,0.96637136,1.0207489,92.80394,412134.0,7735.5312,70707,646300.75
323,323,The Kingsway,4.0132656,6,0.96637136,1.0207489,92.80394,412134.0,7735.5312,70707,646300.75
342,342,Danforth Mosaic,1.0206926,2,0.0,0.82533324,55.03381,0.0,6254.6113,70707,799327.0
342,342,Danforth Village,1.0206926,2,0.0,0.82533324,55.03381,0.0,6254.6113,70707,799327.0
344,344,Toronto Downtown West,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,Queen Street West,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,West Queen West,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,Ossington Avenue,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,Little Portugal Toronto,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,Trinity-Bellwoods,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
344,344,Kensington Market,2.0358763,3,0.0,1.0022147,75.631271,0.0,7595.0737,70707,658252.94
345,345,The Kingsway,2.7754979,4,0.86375779,0.91380292,89.956688,114901.0,6925.0625,70707,721940.06
