segment_id,T1024 Choice,T1024 Integration,T1024 Node Count,T1024 Total Depth,Angular Connectivity,Connectivity,Segment Length,nain,nach,integrated,length_penalty,NAIN_adjusted,NACH_adjusted
212,9764,207.06708,972,4562.6953,4.0011377,5,68.569641,0.842922652,1.090221259,1902.255326,0.998191808,0.841398486,1.08824993
213,8227,207.06743,972,4562.6875,3.9525461,6,27.521935,0.842924092,1.06989689,1866.799804,0.999546864,0.842542133,1.069412081
214,184577,259.46918,972,3641.2188,2.1885743,4,50.674007,1.056122423,1.478597643,3146.279903,0.9988552,1.054913374,1.476904944
215,19579,204.86661,972,4611.7031,3.0077348,4,87.064491,0.833968937,1.171300299,2024.55637,0.997407576,0.831806936,1.168263793
216,312,204.76064,972,4614.0898,2.9646158,3,68.738297,0.833537742,0.681029885,1177.249387,0.998185089,0.832024945,0.679793877
217,160,174.97899,972,5399.4141,2.9704814,4,63.944092,0.712347729,0.59123213,890.2224683,0.998372798,0.711188595,0.590270076
218,174731,259.67865,972,3638.2812,1.9081708,4,23.045893,1.056974683,1.472057912,3134.584717,0.999654434,1.056609429,1.471549219
219,173867,259.57471,972,3639.7383,2.0579612,4,66.705223,1.056551776,1.47138162,3132.043356,0.998265524,1.054719212,1.468829543
220,6,128.16278,972,7371.75,3.975265,4,115.22478,0.521808451,0.218498773,266.5070088,0.996045647,0.519745037,0.217634752
221,49,146.47655,972,6450.0703,1.9482657,3,107.91931,0.596348906,0.445951228,575.9202539,0.996417094,0.594212244,0.444353427
222,681,170.73015,972,5533.7852,2.0299373,3,101.77353,0.695056786,0.75703695,1114.269446,0.996719976,0.692776983,0.754553851
223,39,155.72607,972,6066.9609,4.1203122,5,116.74026,0.633994045,0.423468483,578.2999836,0.995967075,0.631437194,0.421760666
224,1915,206.2119,972,4581.6172,4.1355872,5,250.27859,0.839442933,0.896510186,1558.656099,0.987301718,0.82878345,0.885126047
225,4375,148.54237,972,6360.3672,2.9968874,4,72.66288,0.604756838,0.95724946,1245.396882,0.998026424,0.603563304,0.955360256
226,1438,148.54893,972,6360.0859,3.0541873,5,64.305023,0.604783577,0.83026725,1080.307,0.998358905,0.60379107,0.828904703
227,13,146.26077,972,6459.5859,4.119843,5,87.260567,0.595470698,0.300788928,396.0815076,0.997398769,0.593921742,0.300006507
228,1267,173.40196,972,5448.5195,2.9666333,4,96.999008,0.70592997,0.83048432,1239.127713,0.996949045,0.70377621,0.82795055
229,634,150.16338,972,6291.707,0.93057245,2,102.31067,0.611354337,0.737770936,969.3344348,0.996693861,0.609333114,0.735331763
230,10,149.02939,972,6339.582,0.99380034,2,128.32161,0.606738992,0.273887377,370.3241222,0.995349899,0.603917594,0.272613773
231,19,169.57741,972,5571.4023,2.0274539,3,98.620552,0.690365572,0.347293413,516.2822297,0.996871868,0.688206018,0.346207033
232,713,155.75075,972,6066,2.9534569,5,89.098061,0.634094441,0.754324571,1023.637935,0.997315752,0.632392374,0.752299777
233,902,139.05017,972,6794.5547,2.0266232,4,89.105835,0.566122872,0.771246274,946.4907797,0.997315399,0.564603058,0.769175786
234,15900,173.40508,972,5448.4219,1.9204339,4,221.47873,0.705942611,1.124424843,1677.555454,0.989432859,0.698482816,1.112542887
235,2,136.33086,972,6930.082,3.9479122,4,86.22541,0.555054754,0.124220361,188.9947025,0.997445153,0.553636674,0.123902997
236,2753,156.7072,972,6028.9766,3.1031797,5,173.35037,0.637987066,0.909932721,1241.304798,0.992688867,0.633322658,0.903280082
237,1306,139.13889,972,6790.2227,2.0330141,4,212.97925,0.566483939,0.813208221,998.4960899,0.990036466,0.560839757,0.805105794
238,22772,173.47546,972,5446.2109,3.6317756,6,92.090576,0.706229098,1.166228901,1740.544311,0.997178704,0.704236616,1.162938624
239,3971,145.55844,972,6490.7539,4.402854,5,175.96353,0.592612184,0.944003457,1206.283076,0.992522502,0.588180928,0.936944674
240,67150,200.71776,972,4707.0273,2.3560073,4,119.86251,0.817087017,1.314190498,2230.920494,0.995803582,0.813658178,1.308675606
241,66020,194.01639,972,4869.6094,3.5001626,5,129.84773,0.789818056,1.306939716,2153.144092,0.995266409,0.786079381,1.300753199
242,1668,157.84587,972,5985.4844,5.6022563,6,36.742664,0.64262131,0.853107219,1171.307733,0.999296717,0.642169365,0.852507244
243,34459,178.93425,972,5280.0625,5.8470941,6,45.932568,0.728443684,1.218762965,1869.430523,0.999013401,0.727725002,1.217560535
244,3393,142.98288,972,6607.6719,2.934217,5,66.730385,0.582129511,0.924210694,1162.459256,0.998264536,0.581119246,0.922606759
245,0,91.846741,972,10286.527,0.43376014,1,109.64348,0.373978225,0,63.66330957,0.996330533,0.372605924,0
246,1600,95.762177,972,9865.9414,2.6302891,3,97.207253,0.389917705,0.802246937,706.6298824,0.99693917,0.388724233,0.799791396
247,0,99.516869,972,9493.707,1.7416085,2,50.3578,0.40520259,0,68.97983717,0.998865992,0.404743087,0
248,0,94.143784,972,10035.543,2.3004787,2,39.310089,0.383329373,0,65.25549845,0.999220802,0.383030684,0
249,3204,102.6753,972,9201.668,3.9960504,5,61.705551,0.418059959,0.884414946,828.8750399,0.998458077,0.417415343,0.883051246
250,174,106.62696,972,8860.6484,4.3642664,5,84.012825,0.434146194,0.568201169,551.3129901,0.997543358,0.433079652,0.566805302
251,0,101.31902,972,9324.8438,3.2041793,3,27.910139,0.412538813,0,70.22899305,0.999537086,0.412347843,0
252,6265,103.37971,972,9138.9688,1.9905732,4,110.6065,0.420927492,0.958584272,903.8542888,0.996281885,0.419362435,0.955020146
253,7807,112.88891,972,8369.1484,1.583463,2,27.106815,0.459636466,0.992276734,1011.826935,0.999557244,0.459432959,0.991837397
254,9352,123.49739,972,7650.2344,2.7766085,3,18.25223,0.502818506,1.022427754,1129.205714,0.99975831,0.50269698,1.022180643
255,12460,142.81218,972,6615.5703,1.6409659,3,62.956272,0.58143471,1.07191983,1346.781594,0.998410618,0.580510588,1.07021614
256,14023,154.66057,972,6108.7578,2.5393302,4,21.842194,0.629657596,1.095269398,1476.791413,0.999681667,0.629457155,1.094920737
257,0,142.4411,972,6632.8047,0.94975299,2,49.338848,0.57992439,0,98.73264686,0.998900538,0.579286785,0
258,0,135.13097,972,6991.6172,1.991564,3,190.54446,0.550170957,0,93.66565086,0.991571654,0.545533926,0
259,0,166.55009,972,5672.6719,2.0023775,2,128.62012,0.678045381,0,115.4437253,0.995333607,0.674881355,0
260,6895,204.09094,972,4629.2305,3.0747056,4,202.98164,0.83081269,1.047140475,1803.927534,0.990731151,0.823112012,1.037434688
261,169096,259.52792,972,3640.3945,1.8248576,4,28.518913,1.056361431,1.467956424,3124.257755,0.999521611,1.05585608,1.46725417
262,1492,211.53891,972,4466.2422,2.8545589,3,121.60764,0.861118287,0.869549706,1546.182817,0.995711261,0.857425175,0.865820435
263,1054,189.02946,972,4998.0781,1.2160653,2,111.63463,0.769524994,0.817302095,1316.069122,0.996229714,0.766623664,0.814220632
264,698,182.79213,972,5168.625,2.2535927,4,70.642555,0.744143129,0.765956612,1197.485928,0.998108656,0.742735699,0.764507925
265,166433,259.22528,972,3644.6445,3.9612818,6,262.23373,1.05513029,1.465812386,3116.499669,0.986379445,1.04075883,1.445847208
266,316,182.39789,972,5179.7969,3.9057553,5,26.44092,0.742538764,0.673311628,1050.986014,0.999573725,0.742222239,0.673024612
267,68336,203.97218,972,4631.9258,3.501024,5,68.07196,0.830329452,1.318766908,2270.663439,0.998211585,0.828844478,1.316408406
268,0,223.26556,972,4231.6602,2.4812944,4,32.491688,0.908831811,0,154.7558934,0.999416564,0.908301566,0
269,77983,213.60895,972,4422.9609,4.5827675,6,121.4103,0.869541032,1.341743101,2406.149267,0.995721734,0.865820905,1.336002768
270,0,130.04205,972,7265.2188,1.5656317,1,25.283607,0.529457716,0,90.13828031,0.999601869,0.529246923,0
271,1602,164.43024,972,5745.8047,3.8277812,4,65.800438,0.669418199,0.852471714,1213.537231,0.998300927,0.668280808,0.851023303
272,6948,174.42703,972,5416.5,3.4415503,5,60.371452,0.710101517,1.028913838,1543.068187,0.998508168,0.709042165,1.027378872
273,2017,161.59595,972,5846.582,3.1451375,4,49.609955,0.65788341,0.877305985,1229.802969,0.998891382,0.657154068,0.876333387
274,5938,169.78239,972,5564.6758,1.4129362,3,102.35815,0.691199776,1.007485805,1475.318036,0.996691549,0.688912976,1.004152588
275,4807,165.0334,972,5724.8047,0.93682957,3,109.2191,0.671872933,0.979770095,1399.193506,0.996351902,0.669421874,0.976195798
276,11893,181.00191,972,5219.7461,6.0524554,7,149.53954,0.736857939,1.096137369,1698.499013,0.994145817,0.732544238,1.089720381
277,5110,163.24649,972,5787.4688,4.2439203,6,91.992599,0.664600709,0.985593418,1394.018261,0.997183227,0.66272868,0.982817225
278,4,135.62563,972,6966.1172,3.3212764,4,43.434856,0.552184321,0.181872931,243.0085068,0.999093531,0.551683783,0.181708069
279,35564,173.46291,972,5446.6055,1.5098473,4,102.2696,0.706177951,1.218034837,1817.743056,0.99669586,0.70384464,1.21401028
280,1119,130.13974,972,7259.7656,2.135186,3,37.969967,0.529855311,0.789727389,913.838186,0.999260751,0.529463616,0.789143584
281,303,121.96239,972,7746.5195,1.0052004,2,26.526356,0.496570354,0.638389861,697.6628958,0.999571622,0.496357634,0.638116389
282,14,123.12389,972,7673.4414,2.6837821,3,30.123108,0.501298214,0.302713731,341.3719089,0.999480031,0.501037555,0.302556329
283,2193,158.58722,972,5957.5039,4.2331924,5,29.970867,0.645638485,0.885029452,1220.160131,0.999484027,0.645305352,0.8845728
284,1715,139.14049,972,6790.1445,2.240077,4,59.999043,0.566490461,0.844065104,1036.364823,0.998522053,0.565653218,0.84281762
285,36305,170.08974,972,5554.6211,2.0473728,4,54.180851,0.692450502,1.217653843,1785.902442,0.998733248,0.691573338,1.216111377
286,0,151.78091,972,6224.6562,2.1054196,3,15.808261,0.617937613,0,105.2065098,0.999806311,0.617817925,0
287,7978,193.79051,972,4875.2852,3.5299792,5,37.136002,0.788898928,1.057935412,1741.148372,0.999285256,0.788335067,1.057179259
288,30676,232.22237,972,4068.4453,4.6364846,6,42.52747,0.945273744,1.242971015,2399.159218,0.999122076,0.944443866,1.241879781
289,4519,166.62743,972,5670.0391,3.357357,5,58.892574,0.67836011,0.97371279,1402.417846,0.998563047,0.677385339,0.972313611
290,7820,181.34457,972,5209.8828,3.229455,5,22.130449,0.738252416,1.047398609,1625.698861,0.999675213,0.738012641,1.047058428
291,6512,190.91788,972,4948.6406,3.787169,5,38.163792,0.777209533,1.032216521,1676.585262,0.999255017,0.776630525,1.031447537
292,24275,218.30185,972,4327.8789,1.9088125,3,48.233932,0.888635723,1.205853275,2204.255925,0.998937594,0.887691631,1.204572169
293,25319,226.5408,972,4170.4805,1.520739,3,65.663429,0.922157711,1.216258987,2296.985379,0.998306267,0.920595822,1.214198969
294,8142,187.9295,972,5027.332,3.2507229,4,32.695866,0.765048931,1.056512853,1692.312052,0.99941098,0.764598301,1.055890545
295,163,158.38991,972,5964.9258,2.8082886,3,25.838585,0.644835414,0.586585654,808.7302441,0.999588453,0.644570034,0.586344247
296,222,160.69965,972,5879.1914,2.7961807,3,39.463066,0.654235648,0.622968689,869.6496265,0.999216197,0.653722856,0.622480404
297,306,151.86536,972,6221.1953,2.8585508,4,76.202293,0.618281266,0.655530793,870.2036664,0.997879578,0.616970249,0.654140791
298,1111,166.29312,972,5681.4375,2.1740775,3,56.428497,0.676999627,0.81128051,1166.515365,0.998652949,0.676087674,0.810187674
299,62083,259.40515,972,3642.1172,4.17802,6,151.82355,1.055862053,1.345695656,2862.862601,0.994010784,1.049538267,1.337635994
300,1030,177.47722,972,5323.4102,3.4020264,4,68.119064,0.722514308,0.808617078,1231.559499,0.998209716,0.721220803,0.807169424
301,18909,205.58563,972,4595.5742,2.7529824,4,29.314569,0.83689461,1.167658068,2024.504295,0.999501132,0.836477111,1.167075562
302,4197,208.25272,972,4536.7188,3.0333738,4,128.22939,0.847746961,0.990706522,1737.369492,0.995354928,0.843809115,0.986104619
303,18205,197.94408,972,4772.9844,2.5609047,4,26.615814,0.805800553,1.157961865,1941.744609,0.999569417,0.805453588,1.157463266
304,18799,191.48546,972,4933.9727,2.4461017,4,69.992188,0.779519114,1.15722304,1884.535815,0.998134879,0.778065217,1.155064679
305,0,204.82584,972,4612.6211,2.0069466,2,29.384399,0.833803033,0,141.9744535,0.999499322,0.833385565,0
306,3431,207.02295,972,4563.668,2.0424483,4,50.823811,0.84274307,0.966102257,1685.413128,0.998850075,0.841773979,0.964991312
307,5420,173.42734,972,5447.7227,3.2902942,5,118.14716,0.706033184,0.999364456,1491.166429,0.995893672,0.70313398,0.995260738
308,3187,149.83463,972,6305.5117,2.215301,3,62.177956,0.610016319,0.921996237,1208.785284,0.998440208,0.60906482,0.920558114
309,2651,141.43018,972,6680.2148,1.749258,3,36.081535,0.575809845,0.895055312,1114.957237,0.999315843,0.5754159,0.894442954
310,4802,150.93413,972,6259.5781,3.7758002,4,21.941826,0.614491268,0.969647601,1279.499438,0.999679441,0.614294287,0.969336771
311,29356,168.08159,972,5620.9844,3.0965314,4,33.703163,0.684278098,1.191375767,1729.109163,0.999383172,0.683856016,1.190640893
312,29,138.5125,972,6820.9297,3.5844879,4,30.490307,0.563934444,0.385265505,475.6501527,0.999470352,0.563635757,0.38506145
313,4039,143.95055,972,6563.2539,1.2561517,3,73.630524,0.586067976,0.944742271,1195.40099,0.997986627,0.584888003,0.942840152
314,3194,139.87038,972,6754.7109,0.7632277,2,55.792587,0.569461255,0.915053324,1128.705754,0.998675834,0.568707194,0.913841641
315,2419,137.23038,972,6884.6562,0.88270283,3,36.927452,0.558716009,0.881644701,1069.290332,0.999291341,0.55832007,0.881019915
316,0,167.20859,972,5650.332,1.0873492,2,71.548126,0.680725242,0,115.9001627,0.998071942,0.679412764,0
317,163275,238.01552,972,3969.4219,4.0028062,6,2057.4688,0.968843191,1.448414048,2856.948705,0.7,0.678190234,1.013889833
318,272,131.07869,972,7207.7617,3.330339,4,27.34902,0.533677149,0.631460486,735.761479,0.999551198,0.533437633,0.631177085
319,1051,135.27615,972,6984.1133,3.4645553,4,30.065474,0.550761905,0.786103447,941.440637,0.999481545,0.550476359,0.785695887
320,27889,166.3819,972,5678.4062,1.0106889,3,57.050095,0.677360902,1.184046025,1703.095001,0.998630453,0.676433224,1.182424418
321,26839,160.8096,972,5875.1719,0.58668411,2,57.78804,0.654683091,1.174979526,1639.885782,0.998603585,0.653768882,1.173338768
322,25817,156.37628,972,6041.7344,0.50324351,2,48.06567,0.636640331,1.166750191,1588.605664,0.998943199,0.635967529,1.165517168
323,24810,153.31015,972,6162.5664,2.1409276,4,72.711441,0.624161509,1.159545013,1551.358084,0.998024433,0.622928436,1.157254255
324,1577,139.80263,972,6757.9844,3.2051058,4,22.424049,0.569185495,0.835012716,1029.583041,0.999668596,0.568996865,0.83473599
325,18009,182.28847,972,5182.9062,1.4855772,3,66.319061,0.742093477,1.145549011,1786.196951,0.998280664,0.740817568,1.143579427
326,17519,175.48846,972,5383.7383,1.4249184,3,137.95889,0.714421098,1.137272445,1714.725021,0.994814453,0.710716434,1.131375065
327,1601,132.59857,972,7125.1445,1.2240697,3,50.549419,0.539863485,0.831736844,978.5286706,0.998859456,0.539247747,0.830788212
328,1806,136.67847,972,6912.457,1.2399179,3,53.819672,0.556469592,0.84820575,1025.085319,0.998745997,0.555771778,0.847142097
329,4211,153.07922,972,6171.8633,1.395455,3,77.678146,0.623221617,0.956171111,1277.588495,0.997817317,0.621861322,0.954084093
330,3522,142.9055,972,6611.25,1.2466068,3,108.63232,0.581814549,0.928394359,1167.159519,0.996381381,0.579709184,0.925034854
331,2110,140.63022,972,6718.2148,3.9634781,5,16.541634,0.572553881,0.868591403,1076.579271,0.99979228,0.572434951,0.86841098
332,1424,131.54366,972,7182.2852,3.0652561,4,27.1012,0.535569644,0.817803877,955.3527474,0.999557384,0.535332592,0.817441904
333,18100,150.80135,972,6265.0898,4.3292303,5,27.85722,0.613950843,1.121293379,1478.422914,0.999538423,0.613667458,1.120775815
334,214,151.63066,972,6230.8242,3.9518042,4,12.042013,0.617326102,0.614648043,815.0570126,0.999872961,0.617247677,0.614569959
335,6480,132.30278,972,7141.0742,3.3360138,4,31.663383,0.538659541,0.989023215,1161.192973,0.999439035,0.538357372,0.988468408
336,4866,118.83054,972,7950.6836,1.4917499,2,57.191029,0.483822224,0.945313875,1008.923386,0.998625335,0.483157131,0.944014386
337,3248,110.10381,972,8580.8477,1.2488555,2,38.380703,0.448299353,0.892738586,890.3445805,0.999248582,0.447962492,0.892067766
338,1626,103.14935,972,9159.3789,1.1482649,2,57.498058,0.419989732,0.810545398,762.8005366,0.998614164,0.419407695,0.809422115
339,0,97.464348,972,9693.6367,0.5517326,1,47.153385,0.396847075,0,67.55713802,0.99897342,0.39643968,0
340,0,170.63054,972,5537.0156,3.0626185,3,13.503347,0.694651423,0,118.2720777,0.999848213,0.694545984,0
341,13,188.57788,972,5010.0469,2.0115306,3,51.027634,0.767687363,0.309755814,510.6783659,0.99884309,0.766799217,0.309397454
342,0,170.92937,972,5527.3359,3.9981058,4,13.343036,0.695867485,0,118.4792109,0.999850999,0.6957638,0
343,2574,207.02402,972,4563.6445,2.0422745,4,73.74054,0.842747408,0.932008919,1625.965222,0.997982086,0.841046816,0.930128205
344,812,188.577,972,5010.0703,2.0958328,4,74.228539,0.767683779,0.786488895,1263.83558,0.9979619,0.766119163,0.784885952
345,59625,259.2114,972,3644.8398,2.0132103,4,185.39349,1.055073784,1.340647877,2850.253242,0.991911882,1.046540223,1.329804559
346,2,171.51347,972,5508.5117,4.1322789,4,13.337995,0.698244605,0.127529198,237.7681563,0.999851086,0.698140627,0.127510207
347,1720,205.50301,972,4597.4219,5.084208,6,64.386177,0.836558409,0.883417859,1531.252595,0.998355776,0.83518292,0.881965323
348,1781,191.15901,972,4942.3984,5.0355325,6,64.132912,0.778190744,0.880002861,1431.026407,0.998365535,0.776918818,0.878564527
349,15801,216.19365,972,4370.082,5.018261,6,32.423767,0.880057846,1.153242786,2090.150496,0.999418418,0.87954602,1.15257208
350,41613,259.20499,972,3644.9297,2.0224137,4,35.527592,1.055047776,1.296793715,2756.960251,0.999331731,1.05434272,1.295927109
351,0,204.08182,972,4629.4375,1.9985924,2,22.457529,0.830775557,0,141.4587381,0.999667838,0.830499605,0
352,13944,216.37488,972,4366.4219,3.6742644,5,22.870384,0.880795206,1.138443912,2064.85423,0.999658451,0.880494372,1.138055078
353,12445,188.47501,972,5012.7812,1.2527821,3,47.94997,0.767268783,1.10666354,1777.175144,0.998947048,0.766460886,1.105498277
354,633,175.17834,972,5393.2695,3.4952123,3,24.668083,0.713159012,0.750808939,1130.535314,0.999616574,0.712885569,0.750521059
355,4,142.16765,972,6645.5625,2.8064456,2,26.125378,0.578811417,0.182845876,254.7302331,0.999581462,0.578569162,0.182769348
356,6,132.94112,972,7106.7852,2.746192,3,26.675991,0.541257748,0.219400189,276.4432875,0.999567931,0.541023887,0.219305393
357,3449,203.55281,972,4641.4688,3.400013,6,118.06655,0.828623004,0.964788872,1658.226545,0.99589789,0.825223902,0.960831202
358,0,126.61324,972,7461.9688,1.2548761,2,14.969101,0.515501226,0,87.76161033,0.999821958,0.515409445,0
359,9676,182.08891,972,5188.5859,3.5032513,4,37.186775,0.741281455,1.072791078,1671.141101,0.999283772,0.740750528,1.072022715
360,1332,150.62723,972,6272.332,3.9999652,4,26.534348,0.613242185,0.822835461,1083.904092,0.999571425,0.612979365,0.822482814
361,1391,129.243,972,7310.1367,2.0994081,4,52.375252,0.526205298,0.813549399,935.6178609,0.998796552,0.525572037,0.812570335
362,8,135.28485,972,6983.6641,2.3813868,4,52.478958,0.55079732,0.248224642,311.5048789,0.998792946,0.550132478,0.247925021
363,39064,259.20776,972,3644.8906,3.9841051,6,93.029892,1.055059087,1.289088697,2740.605669,0.99713522,1.052036575,1.285395741
364,4635,153.43211,972,6157.668,3.181668,4,41.324139,0.624657866,0.96741517,1295.246697,0.999159459,0.624132816,0.966602018
365,16474,174.2894,972,5420.7773,3.1471589,4,38.756748,0.709541413,1.129213865,1692.290825,0.999237382,0.709000304,1.128352706
366,19498,149.66171,972,6312.7969,1.1797338,4,54.551193,0.60931256,1.128823428,1478.383776,0.998720131,0.60853272,1.127378681
367,21354,171.44807,972,5510.6133,3.2660842,6,65.151299,0.69797841,1.157175808,1709.180899,0.998326177,0.696810118,1.1552389
368,1275,132.99763,972,7103.7656,2.4401813,4,71.702515,0.541487756,0.80636427,951.234807,0.998065659,0.540440334,0.804804487
369,1871,138.50908,972,6821.0977,2.0062428,3,66.61377,0.563920559,0.853486499,1043.707014,0.998269113,0.562944476,0.85200921
370,2810,149.55011,972,6317.5078,2.0350051,3,21.219687,0.608858346,0.907415393,1187.674818,0.999695455,0.608672922,0.907139045
371,2215,133.8858,972,7056.6406,2.8582697,4,19.608517,0.545102844,0.869254024,1031.444182,0.999730183,0.544955766,0.869019484
372,4206,150.02394,972,6297.5547,2.910574,6,78.557297,0.610786834,0.953832907,1251.911186,0.997779944,0.609430853,0.951715344
373,133,134.10078,972,7045.3281,2.9279671,3,20.244488,0.545977853,0.552769542,657.8011739,0.999716642,0.545823146,0.552612911
374,119,131.07521,972,7207.9531,3.102288,4,20.844456,0.533662981,0.538928252,628.6092529,0.999703668,0.53350484,0.53876855
375,1287,132.8694,972,7110.6211,3.1643684,4,77.104897,0.540965843,0.807331935,951.5604186,0.997841572,0.539798207,0.805589367
376,610,117.31711,972,8053.25,1.6447316,2,35.09729,0.477661782,0.713247925,752.792487,0.999343987,0.47734843,0.712780025
377,93,110.32383,972,8563.7344,1.8604511,2,19.304106,0.449195,0.501708751,502.40114,0.999736585,0.449076676,0.501576594
378,188,106.96725,972,8832.4609,2.9383161,3,24.055,0.435531394,0.576870142,561.2597357,0.999631037,0.435370699,0.576657298
379,1497,115.68345,972,8166.9766,2.5219245,4,17.7943,0.471011885,0.811690333,845.941417,0.999767571,0.470902408,0.811501673
380,368,135.0399,972,6996.332,3.0910449,3,27.439348,0.549800305,0.667617317,798.5588545,0.999548936,0.54955231,0.667316178
381,1167,161.61874,972,5845.7578,1.9946352,3,55.242664,0.657976134,0.814279539,1141.659258,0.998695519,0.657117816,0.813217327
382,6231,170.48706,972,5541.6758,3.2011447,4,72.867104,0.694067476,1.013555813,1489.649958,0.998018047,0.692691866,1.011546993
383,2710,141.47874,972,6677.9219,3.8260565,4,27.056982,0.576007493,0.897588593,1118.451924,0.999558484,0.575753177,0.897192294
384,190,155.23204,972,6086.2695,5.0519581,5,61.165348,0.631983369,0.602720061,816.1317319,0.998478427,0.63102176,0.601802979
385,462,152.09196,972,6211.9258,2.7489963,3,47.344177,0.619203575,0.702682483,933.8270757,0.998967124,0.618564014,0.701956699
386,680,157.98331,972,5980.2773,4.6648536,5,52.617672,0.643180661,0.750117228,1030.845783,0.998788116,0.642401201,0.749208173
387,501,152.21056,972,6207.0859,2.6396017,3,41.85265,0.619686236,0.712004804,946.8395133,0.999143107,0.619155231,0.711394692
388,1722,163.87975,972,5765.1055,2.8403225,4,19.272776,0.667177853,0.860477722,1221.297851,0.999737241,0.667002547,0.860251624
389,0,218.91042,972,4315.8477,2.4529357,4,16.514977,0.891111807,0,151.7371404,0.999792796,0.890927165,0
390,23319,169.6696,972,5568.375,6.1804485,7,106.30016,0.690740761,1.165983021,1706.38575,0.996497753,0.688321617,1.161899461
391,32449,212.61299,972,4443.6797,5.2676439,6,30.115345,0.865488593,1.236614685,2208.514571,0.999480235,0.865038742,1.235971936
392,34980,194.26479,972,4863.3828,2.1879442,4,12.619143,0.790828847,1.232323849,2032.51264,0.999863363,0.79072079,1.232155467
393,1943,220.93932,972,4276.2148,5.3397231,6,29.694901,0.899366967,0.90563661,1673.177283,0.999491243,0.898909407,0.905175861
394,1022,145.72472,972,6483.3477,2.5197601,3,11.855067,0.593288941,0.789579081,1010.086788,0.999876019,0.593215384,0.789481188
395,1316,149.02672,972,6339.6953,1.3056574,2,59.733948,0.606728152,0.820452682,1070.58869,0.998531909,0.60583742,0.819248183
396,2107,162.3387,972,5819.832,2.128005,3,24.31645,0.660906235,0.882802678,1242.535407,0.999624892,0.660658324,0.882471531
397,384,197.49055,972,4783.9453,3.2044778,4,14.87627,0.803955087,0.702559689,1176.221598,0.999823662,0.803813319,0.702435801
398,2046,153.55602,972,6152.6992,2.7971315,5,29.690802,0.625162164,0.873812472,1170.806146,0.99949135,0.624844175,0.873368007
399,34569,193.62466,972,4879.4609,2.6943605,4,66.9524,0.788224088,1.230453741,2023.526877,0.99825581,0.786849276,1.228307596
400,14431,165.87424,972,5695.7852,2.7965624,4,85.740372,0.675294862,1.107446119,1588.622802,0.997466791,0.673584198,1.104640727
401,9701,163.35213,972,5783.7266,3.3295476,5,58.597939,0.665030572,1.059649782,1499.603655,0.998573899,0.664082171,1.058138614
402,17698,161.82765,972,5838.2109,2.2879462,5,15.624647,0.658826391,1.127823038,1582.888016,0.999809772,0.658701063,1.127608495
403,16623,173.40283,972,5448.4922,2.0874135,4,57.68071,0.705933506,1.129591366,1685.243645,0.998607504,0.704950496,1.128018415
404,4911,146.64235,972,6442.7773,2.7784157,4,12.646138,0.597023743,0.969018533,1246.407188,0.999862908,0.596941896,0.968885688
405,640,126.17091,972,7488.1289,2.128104,3,30.568058,0.513700781,0.724435098,815.6429891,0.999468295,0.513427644,0.724049912
406,24,119.92664,972,7878.0156,1.5209564,2,38.193401,0.48828394,0.35876056,390.7325706,0.999254139,0.487919749,0.358492975
407,78,119.21377,972,7925.125,2.2217913,3,14.920785,0.485382162,0.486674562,522.3979154,0.999822846,0.485296174,0.486588346
408,2513,125.60479,972,7521.8789,2.5593514,4,43.035629,0.511396464,0.877174177,983.489033,0.999106128,0.510939341,0.876390096
409,5,121.61137,972,7768.8789,3.9602261,4,65.510422,0.495141556,0.200011835,236.6447991,0.998312224,0.494305867,0.19967426
410,17774,145.78761,972,6480.5508,1.8815379,3,201.924,0.593544916,1.114905086,1426.619894,0.990803657,0.588086473,1.104652037
411,17456,142.8903,972,6611.9531,0.59961736,2,84.739281,0.581752699,1.11031014,1395.688618,0.997511256,0.580304865,1.107546862
412,17151,140.74257,972,6712.8516,1.3058654,3,87.476898,0.573011184,1.106402645,1372.229975,0.997389041,0.571515075,1.103513872
413,3054,126.10532,972,7492.0234,3.4768472,5,45.887585,0.513433821,0.899410422,1011.977809,0.999014864,0.512928019,0.898524381
414,128,119.48686,972,7907.0117,3.6737204,4,25.711584,0.486493789,0.541429915,581.6064074,0.999591536,0.486295074,0.541208761
415,20,117.07406,972,8069.9688,2.2102389,3,26.843014,0.476672441,0.33842028,361.8808896,0.999563798,0.476464515,0.33827266
416,456,113.59583,972,8317.0664,1.8723567,3,56.307812,0.462514047,0.678528104,695.9867903,0.998657302,0.46189303,0.677617046
417,675,117.16946,972,8063.3984,2.3424525,3,149.16249,0.477060757,0.724386675,763.6720235,0.99416801,0.474278544,0.720162059
418,51,123.01143,972,7680.457,3.6240239,4,67.327324,0.50084043,0.441636422,488.3912858,0.998241041,0.499959472,0.440859602
419,5519,142.23027,972,6642.6367,2.0387771,3,21.843096,0.579066282,0.978915174,1225.500707,0.999681646,0.578881934,0.978603533
420,4927,126.45357,972,7471.3906,2.3604622,4,64.511368,0.514851327,0.95329765,1075.220974,0.998350945,0.514002309,0.95172561
421,407,115.04186,972,8212.5234,3.3795977,4,44.115063,0.468400281,0.666897426,691.8289771,0.999071934,0.467965574,0.666278501
422,397,111.78039,972,8452.1445,1.4437693,2,71.034698,0.455124119,0.662032835,669.4484429,0.998092787,0.4542561,0.660770197
